feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Izemoplasmatales	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np0494	11	720	47	1096	15	6	27	106	1	0	32280	12	434	7	2381	98	7	9	90	98	27	167	3	301	71	16	19	948	12	467	0	17	107	1094	0	4	53	10	156	2895	0	17	4	24	47	14	5	6	6	23	46	194	33	2	41	380	10	19	0	0	2	208	376	8	764	34	1	46	12	9	463	134	482	1368	596	0	4	430	143	1030	153	7	9	990	334	1240	1	6	3	807	577	0	111	79	0	43	260	70	26	15	9	45	49	45	139	0
np0496	210	1852	220	6417	145	97	115	145	4	568	71110	113	502	94	2101	57	29	34	428	4714	80	506	83	4602	604	117	153	740	70	3661	21	919	1066	4524	4	551	169	24	774	7645	311	74	15	252	61	59	16	35	64	21	157	781	15	15	154	2208	125	477	1	28	33	429	305	10	11060	534	137	69	107	47	3356	1020	979	7326	18548	1	1017	5010	140	2443	754	53	5	1469	5691	2338	13	43	3	31555	2717	12	1662	589	7	636	168	276	32	77	14	30	265	73	4004	94
np0497	40	665	111	654	33	31	57	85	0	6	12957	41	73	8	929	10	4	7	427	137	20	135	9	761	51	8	33	125	17	783	0	22	209	1344	0	0	6	13	70	2713	0	19	4	33	53	29	5	7	3	8	2	273	27	9	62	247	96	12	0	0	8	30	4	9	1035	73	2	27	15	2	591	887	227	411	3739	0	15	338	20	454	359	3	0	235	125	1171	3	8	0	1519	1027	2	121	62	1	91	126	159	20	28	5	111	74	21	229	0
np0498	0	142	2	1988	18	0	25	0	0	0	29923	24	13	0	1028	22	0	0	0	0	0	1	5	29	0	4	7	419	0	2429	0	0	13	364	0	58	0	0	36	1279	0	0	2	0	2939	0	0	2	0	0	131	34	32	0	66	7340	8	0	52	1	22	0	0	13	2	11	0	8	335	1	492	0	28	44	5	0	0	0	2	32	2196	0	7	185	0	73	0	0	0	3879	321	4	5	0	3	8	6	58	0	8	2	4	6	44	11	0
np0499	1	55	8	2253	0	2	0	0	1	0	28381	456	919	32	1686	7	0	0	4389	0	0	521	4	2089	40	48	86	127	0	1556	6	0	0	982	0	180	0	12	128	1226	0	10	0	268	45	27	8	3	1	0	67	466	4	0	1026	563	110	455	15	106	56	0	44	4	0	372	27	18	32	5	567	0	371	88	0	4282	80	0	22	697	1389	0	0	1128	0	0	23	12	0	2951	1652	0	89	0	18	234	177	166	0	2	0	27	44	2	576	0
np0500	1373	7580	2	55	78	14	29	42	16	0	8933	3	2277	0	3261	19	0	0	5332	0	1897	41	0	335	20	24	27	1654	0	1102	11	10	0	863	11	0	0	0	3	7248	3	3	0	0	131	62	29	14	0	0	51	42	40	18	216	432	12	0	861	0	18	0	4	35	471	183	0	19	2	0	253	411	0	359	1798	0	0	140	67	941	46	25	0	1278	0	503	4	8	0	937	281	0	43	4	0	7	60	800	17	18	0	1	0	74	63	0
np0501	260	43	0	246	40	0	27	0	0	0	4924	8	60	2	386	4	1	14	33	0	5	68	0	292	2	0	9	102	0	202	0	15	76	149	0	0	0	5	0	559	0	5	0	0	21	4	0	0	0	0	3	100	19	0	32	261	163	20	0	0	6	0	0	4	77	6	0	2	5	0	73	477	14	466	345	155	8	136	2	71	491	0	13	311	0	231	0	0	0	754	74	0	24	10	0	3	19	51	0	8	0	4	13	3	40	0
np0502	13	1278	24	740	6	71	48	15	8	1	15011	25	63	5	770	4	0	6	285	133	23	118	0	1056	45	26	14	86	12	474	21	15	142	410	0	3	26	9	16	868	0	2	0	41	192	9	5	5	2	0	4	65	18	7	170	445	33	10	0	0	0	2	14	6	1540	70	0	9	5	6	415	817	66	319	4473	0	10	386	30	421	817	0	0	206	422	462	0	5	0	741	490	1	68	91	0	52	109	61	13	15	3	119	98	17	77	0
np0503	29	1149	12	4015	11	0	29	2	0	0	16895	534	81	5	376	12	9	0	350	0	0	110	0	74	14	43	26	157	36	190	0	49	75	342	0	2	0	7	9	1629	12	12	2	0	23	0	0	11	0	0	2	275	63	5	22	246	135	13	0	0	6	0	8	3	2	138	39	27	14	13	657	495	9	387	3572	183	14	0	21	670	2364	8	0	350	1	1880	0	2	0	1190	979	0	23	25	0	18	17	41	1	15	0	727	27	19	441	0
np0504	7	598	20	544	16	0	18	62	0	0	8034	38	72	0	274	12	7	18	144	123	15	93	1	375	63	14	19	115	19	318	7	17	194	418	0	0	51	8	25	1936	1	10	3	27	32	11	0	5	6	17	3	108	35	0	48	524	12	32	0	0	0	7	308	4	1058	34	0	15	15	12	248	293	125	845	1560	0	22	427	24	1027	245	0	0	229	339	487	6	0	13	982	617	8	108	82	0	62	108	56	19	11	4	65	29	9	116	0
np0505	22	475	47	1877	9	37	40	71	12	10	13472	87	147	8	398	12	10	9	281	163	13	170	2	594	116	48	8	65	26	735	13	105	62	490	0	3	104	22	42	1380	3	2	2	38	58	56	11	11	28	107	11	225	27	8	79	274	78	187	0	0	11	14	95	11	647	59	9	48	15	22	735	365	136	127	97	0	167	476	51	353	240	5	3	411	12	635	8	0	6	1195	1400	2	93	144	0	152	125	88	10	26	11	34	29	48	378	0
np0506	4	547	16	502	21	4	30	46	0	0	6722	31	51	0	816	13	0	30	135	81	24	88	0	491	58	21	18	24	14	518	23	13	83	466	0	0	46	6	9	2790	0	8	0	42	18	0	6	0	7	26	2	76	14	9	86	618	12	25	0	0	0	11	220	7	866	73	2	24	12	13	190	204	120	760	4425	0	3	261	24	1163	207	0	0	249	376	317	0	8	0	1566	620	4	114	85	0	74	117	63	19	12	9	70	38	19	126	0
np0507	0	333	63	726	0	0	38	0	4	0	65599	82	204	9	4755	29	1	30	5410	2	1	1501	127	1937	412	101	115	681	0	1690	0	0	284	3184	35	464	0	0	49	6500	0	67	0	281	27	47	6	11	15	0	0	1582	135	34	756	38745	22	32	141	0	49	0	62	155	1330	506	7	19	70	70	196	33	268	1510	12936	0	13	878	155	8675	7	7	2	2126	0	244	4	37	0	4895	413	125	1270	15	0	0	138	1359	10	30	0	213	17	37	3107	0
np0508	0	3508	0	191	0	0	240	0	0	0	13086	0	4	24	4328	60	0	0	0	0	0	0	0	0	0	0	38	45	1	32	0	0	0	521	0	140	0	1153	2	65	0	0	10	0	0	0	0	0	1	0	19	96	20	0	7	2	0	0	28	0	0	0	0	9	0	0	21	19	15	0	2509	0	766	743	3	2	0	0	0	53	130	0	1	2	1	114	0	0	0	3	0	0	0	0	14	0	20	157	0	0	62	0	0	6	199	0
np0509	28	2241	111	6825	96	2	21	119	10	0	14583	19	2294	57	1294	9	5	11	115	123	12	1254	15	273	74	39	21	1378	16	967	5	14	126	368	0	16	68	8	50	2358	0	17	4	22	13	13	0	7	6	24	94	60	8	15	61	2122	1	48	8	7	30	16	418	39	1038	122	23	15	14	8	937	1269	122	1452	3646	0	12	479	42	3189	129	4	3	706	332	1147	1	0	0	2372	562	5	299	66	0	46	110	66	13	14	0	32	42	17	134	0
np0510	6	812	54	1314	22	2	41	90	27	5	19721	41	1138	21	963	5	17	7	101	120	29	431	0	340	57	17	92	634	9	397	8	17	1007	957	0	5	71	9	31	2532	0	7	0	22	57	11	6	4	3	30	7	547	10	5	385	536	106	24	0	0	14	8	393	36	1012	244	5	34	32	38	336	223	115	771	4471	0	23	443	70	2228	3301	0	3	489	335	1555	0	0	0	847	2099	2	114	79	0	38	147	117	16	12	3	198	70	10	123	0
np0512	15	1814	139	1136	8	33	167	98	12	16	21837	115	232	12	1212	28	5	5	960	344	43	244	70	5277	209	55	38	113	9	680	10	16	594	503	9	6	377	35	23	2261	16	1	28	44	66	15	10	45	1	0	89	110	188	13	439	1062	62	107	0	3	36	0	33	29	3376	116	4	32	31	19	475	610	78	491	18290	0	45	1725	22	1325	1752	6	0	812	31000	412	8	8	14	2056	686	8	351	413	0	222	206	51	11	19	16	90	84	20	527	1
np0513	92	1229	366	4743	30	239	152	495	8	10	28813	211	506	61	816	69	40	31	578	280	38	404	5	1270	435	127	31	320	131	1785	33	360	269	1100	8	3	160	59	239	3694	0	12	9	73	116	124	13	31	38	353	115	478	108	14	152	566	215	85	0	0	15	33	275	64	2492	164	22	163	60	35	2106	1359	490	834	418	0	205	1004	167	812	1282	10	6	827	101	3008	17	43	11	3113	3870	16	226	396	0	306	332	243	62	99	65	41	84	109	671	0
np0514	7	433	14	467	18	4	9	59	0	0	6207	3	40	6	220	5	0	11	116	92	15	86	0	304	40	15	3	76	12	275	2	5	98	306	0	0	53	0	3	1437	0	11	0	17	19	11	10	6	4	20	2	61	7	0	35	422	14	25	0	0	0	5	338	2	975	27	0	12	8	13	216	236	87	761	1027	0	28	431	15	943	168	0	0	147	730	298	0	0	0	909	513	2	90	63	0	30	99	30	18	6	0	42	24	14	115	0
np0515	686	2591	3	77	43	0	34	3	0	0	1391	0	2215	7	696	13	0	4	0	0	702	164	2	9	3	29	26	751	0	360	0	0	230	1158	0	0	21	2	71	2418	0	0	0	0	40	80	19	21	0	0	7	33	15	13	119	603	13	0	0	0	16	0	6	0	0	649	0	6	2	0	78	11	58	3	11450	0	0	0	23	1876	235	24	31	329	5	158	0	44	0	792	167	0	106	1	0	8	24	135	14	0	0	2	102	47	75	0
np0516	65	232	13	457	116	12	39	11	0	43	15958	10	72	9	314	44	5	5	69	118	10	47	0	291	59	28	63	54	3	500	9	21	58	658	0	111	16	3	188	2550	24	75	0	27	8	9	0	8	24	0	151	386	21	1	25	383	90	535	17	0	0	12	54	5	505	32	8	5	4	10	295	77	107	598	4010	0	59	662	44	493	137	19	0	624	350	2203	4	6	22	5061	1021	0	48	183	14	131	549	43	0	33	0	17	52	17	350	0
np0517	7	561	32	634	18	2	15	83	4	0	8699	32	56	0	318	7	8	16	105	136	8	122	0	429	66	20	36	67	9	355	16	20	142	413	0	1	58	10	13	2203	0	20	4	24	21	14	10	0	4	22	0	102	8	8	62	591	21	31	0	0	4	9	421	6	1272	47	0	16	13	7	290	311	117	1026	1018	0	24	510	28	1234	234	0	0	213	393	498	0	0	0	1257	721	8	110	86	0	50	135	40	35	8	8	76	50	15	152	0
np0518	0	273	379	6856	0	370	68	0	0	0	33814	875	252	110	1544	44	0	0	512	0	0	652	0	2977	93	223	68	425	0	968	4	0	0	1482	0	170	0	130	89	5215	0	13	0	106	183	497	44	26	0	131	89	384	69	22	76	5087	133	28	113	0	19	0	71	70	5	386	11	576	50	16	2280	7	3462	1182	87	17595	86	0	80	932	999	0	0	1317	0	0	256	71	0	1419	706	0	195	0	41	136	148	690	0	53	0	20	107	94	972	0
np0519	52	777	35	2371	24	7	14	99	8	0	19825	1183	284	5	1062	7	6	11	107	115	103	253	7	323	88	172	32	473	18	849	6	279	324	1210	0	3	63	6	23	2050	29	31	0	247	36	16	16	68	7	25	57	166	20	5	124	634	117	25	0	12	16	5	384	7	1029	49	0	151	47	7	1565	406	178	1313	5201	0	22	466	81	1093	576	15	0	552	4741	1470	3	17	0	3749	1010	5	230	79	0	63	116	36	14	10	9	72	134	30	302	0
np0520	0	1577	11	754	0	0	1473	0	0	0	1764	0	698	64	1792	0	61	0	2	0	0	2	2	0	0	34	0	0	0	1	0	2	3	56	0	8	0	364	16	7078	0	0	10	0	22	0	0	8	0	0	57	195	10	46	1	135	2449	0	4	0	16	0	0	34	0	0	0	1	45	0	0	0	2072	0	29424	0	0	0	84	765	0	0	126	0	0	658	0	0	0	0	1	0	1	0	0	0	49	1377	0	1	178	0	0	0	0	0
np0521	202	5998	8	139	109	0	33	2	163	0	2080	6	922	1	706	2	0	0	70	129	84	39	0	3712	2	19	8	1423	0	602	0	4	795	494	0	807	11	2	123	1417	2	5	0	16	83	29	3	3	1	0	111	56	1	3	40	196	2	4	124	0	17	226	45	0	945	131	0	1	4	1	83	115	41	333	18461	0	7	141	32	91	1219	13	0	592	640	145	4	11	0	368	65	0	51	16	0	6	20	46	0	1	0	1	33	3	76	0
np0522	0	2127	570	3809	12	0	161	1507	48	0	18587	167	4490	40	8768	20	23	10	2769	0	41	1566	55	8811	84	70	530	2436	5	4430	74	0	1098	3814	4	11	881	23	32	17588	0	11	0	0	929	213	15	3	0	2	48	760	367	57	2784	1860	75	26	183	5	230	0	1240	159	1388	448	0	152	23	34	596	3800	739	788	25524	0	582	15187	307	1839	6449	22	8	5285	0	510	5	77	11	7936	979	33	936	138	0	16	7600	381	0	10	0	858	420	84	1167	70
np0523	63	1170	45	6258	84	0	54	0	0	0	38357	1910	382	102	1630	48	65	0	114	0	0	238	469	281	52	146	78	483	55	497	0	1314	2006	1147	0	745	0	6	749	1057	165	11	15	0	609	5	27	50	30	0	2050	2582	16	3	34	256	303	835	86	18	12	0	40	7	70	254	1203	180	92	225	2392	189	237	481	7057	50	131	0	117	0	701	7	4	333	0	2563	10	9	6	14337	3755	0	129	45	8	1	62	23	0	11	0	0	175	11	1589	14
np0524	0	116	548	6593	3	0	112	177	22	0	8875	197	1063	26	1901	12	60	10	429	0	18	1150	3	2592	112	36	30	560	4	2112	57	0	424	1835	0	1	409	43	18	4052	0	0	0	0	149	252	19	3	2	0	2	193	160	39	402	169	49	13	0	0	47	0	601	39	1186	331	1	196	11	11	362	968	216	250	3204	0	129	2579	178	811	3551	5	46	1149	0	330	4	31	22	1239	209	54	306	140	0	25	772	701	3	29	0	37	76	50	1975	258
np0525	17	179	12	1101	9	7	25	3	0	0	13215	74	47	6	549	7	0	34	12	0	18	38	0	514	0	28	9	6	2	236	0	0	46	991	0	0	0	0	4	1202	0	0	2	32	35	13	0	11	0	0	3	87	59	2	39	242	36	0	0	0	4	0	1	14	81	98	0	42	10	11	570	362	95	122	648	0	0	0	38	161	342	0	6	274	0	501	0	0	0	143	134	0	52	3	0	13	313	168	10	22	0	2	30	16	79	0
np0526	4042	710	372	775	0	0	90	0	11	0	11621	381	20922	50	2515	135	0	0	0	0	0	13	12	0	0	343	7	1064	0	325	0	0	0	4003	18	1	0	0	128	11386	0	0	9	0	98	0	56	197	11	0	30	132	111	0	15	64	146	11	38	13	15	0	43	83	0	0	0	17	55	4	1482	237	23	705	929	0	0	0	288	410	3107	0	15	349	0	593	166	0	200	491	765	0	8	0	33	57	71	1529	5	0	9	0	0	0	77	0
np0527	32	41	0	72	74	0	2283	0	0	0	661	16	17662	0	874	0	0	1	118	0	43	62	2	24	0	55	5	181	0	210	0	0	35	142	0	286	5	12	10	273	0	0	0	21	92	0	2	128	0	0	19	91	12	0	78	37	14	1	3834	12	2	0	86	78	58	14	0	0	26	0	65	157	11	12	1922	9	0	0	33	4	104	0	1	130	0	3	2	2	13	51	9	0	5	4	77	3	22	39	0	7	0	19	12	8	50	0
np0528	0	1234	15	4817	11	0	20	29	2	0	21922	494	40	46	907	13	0	5	52	50	11	114	0	160	24	48	66	239	3	1865	2	4	2691	584	0	0	33	32	8	2814	0	6	1	19	40	5	5	3	65	14	0	74	39	13	230	1356	16	15	0	0	7	0	151	12	435	100	0	97	50	135	876	2079	66	351	414	0	14	170	27	2594	77	21	26	459	180	737	1	0	0	644	1008	1	68	27	0	17	281	588	9	27	9	254	33	4	454	0
np0529	0	1277	361	11188	0	0	174	0	0	0	145656	1302	488	29	2743	41	12	1133	13857	0	0	2791	15	2943	319	268	62	886	5	1907	353	0	715	3372	31	3	3	48	74	5826	0	22	1	692	216	205	39	52	11	0	0	456	280	32	303	7767	132	315	6	6	55	0	8	87	871	312	5	234	95	99	1325	23	1110	2435	2230	0	64	130	300	3438	65	10	37	2723	0	1621	14	69	5	5491	2884	9	1038	33	0	26	1634	814	22	73	21	796	64	182	2454	5
np0530	17	999	88	1680	24	132	66	172	0	33	17296	57	205	7	1473	20	18	39	427	149	29	426	1	1054	206	26	29	265	31	1363	22	29	175	1494	0	5	137	15	16	5015	3	10	2	89	106	50	12	5	8	127	8	307	47	11	172	445	91	56	0	4	18	12	128	12	1201	91	11	56	24	17	881	684	120	222	2128	0	86	1925	52	2055	431	6	0	397	9412	741	6	15	0	1778	1140	11	189	265	3	174	330	226	37	33	3	257	171	57	266	0
np0531	0	99	0	35	0	0	0	19	0	26	1518	0	4	0	94	0	0	0	11	12	0	16	0	673	39	1	3	0	0	108	9	0	24	55	2	0	0	0	0	1358	2	1	0	0	0	0	0	0	0	0	1	57	1	0	44	44	0	11	6	4	0	0	2	0	92	54	0	0	0	1	25	8	40	43	2171	0	1	154	0	5	45	0	0	105	4	460	0	0	0	686	299	0	16	15	0	0	2306	29	0	0	0	0	61	0	93	0
np0532	33	840	128	1436	17	76	36	59	0	8	20467	53	95	16	479	12	12	66	144	298	20	216	0	299	74	35	20	255	21	1055	9	118	201	1570	2	0	16	20	68	2743	0	2	6	108	14	17	8	12	16	34	3	180	13	3	34	920	10	11	0	0	8	49	111	16	3336	139	0	36	16	7	759	398	291	2120	1899	0	22	573	45	2054	363	7	0	453	48	630	3	13	0	2461	803	2	295	96	0	157	111	97	35	31	12	96	53	25	192	0
np0533	28	1912	47	599	34	57	32	126	5	1	15886	49	104	3	964	41	5	81	389	311	81	164	0	1457	52	19	31	266	13	1564	5	24	408	1740	0	0	29	28	28	5622	0	30	0	100	103	15	16	5	2	11	27	227	63	10	130	787	93	29	0	0	2	46	657	8	1581	127	4	28	26	13	712	883	143	1505	3873	0	38	950	15	3075	697	11	1	363	914	491	2	11	0	1448	945	3	263	109	0	125	544	220	56	18	23	123	91	47	185	0
np0534	0	515	31	685	0	0	10	0	2	0	39615	117	697	0	2807	14	2	24	479	0	0	495	286	510	225	71	71	76	0	736	0	0	113	1364	358	4	100	0	12	541	0	7	0	78	319	45	0	2	5	0	0	1084	11	5	408	230	35	135	80	2344	34	0	115	7	892	204	0	28	28	56	436	3	354	2737	12541	0	10	1975	69	36	62	0	0	861	0	938	0	25	0	8256	438	53	193	65	0	1	195	208	0	33	0	0	21	4	821	0
np0535	0	337	71	3974	6	293	112	293	0	0	18125	295	140	12	1972	37	0	0	787	0	10	165	0	99	62	62	23	162	16	1315	0	63	231	1497	0	169	0	7	4	5655	0	0	1	0	35	0	4	12	6	0	0	146	133	3	110	274	68	0	155	2	15	0	0	43	267	181	0	107	9	3	415	375	151	275	4	3	4	191	52	334	8967	0	10	606	0	622	9	7	11	582	549	7	118	37	1	54	234	335	0	20	3	19	53	44	104	0
np0536	168	14270	32	937	95	0	180	42	409	24	17817	31	292	10	2820	23	7	8	424	537	126	173	11	12191	96	65	85	893	17	2725	24	22	1048	1987	0	1370	118	4	310	5494	6	11	2	100	359	50	20	16	2	0	514	206	29	12	314	1031	22	62	39	3	78	99	78	8	3584	285	5	19	5	12	767	1848	135	1497	74235	0	31	1081	71	854	6265	16	0	1637	3427	861	9	16	0	2208	775	3	233	94	2	102	192	250	4	16	2	16	199	47	485	0
np0537	1293	1850	13	208	18	0	4	0	3	0	1669	11	10	0	181	4	0	0	3	0	7	12	10	62	0	62	215	134	0	175	0	4	4657	180	0	10	0	0	10	404	0	27	1	1	3	0	0	15	1	0	82	268	0	3	23	102	51	4	5	0	17	0	20	0	339	177	1	5	7	0	58	830	13	1004	9054	0	0	0	31	6865	108	0	0	164	45891	161	16	3	2	454	1301	0	6	0	5	0	25	141	0	0	0	44	11	1	21	0
np0538	38	1002	6	3059	5	85	28	0	0	0	12834	172	85	4	616	8	2	0	254	0	0	97	0	84	0	62	13	156	23	237	0	8	48	613	0	80	0	5	25	1185	3	8	0	0	21	3	8	9	0	0	3	56	82	6	35	303	18	0	0	0	3	0	5	16	0	80	0	16	14	10	544	308	8	329	2263	111	4	0	50	815	2677	0	0	328	0	839	0	0	5	290	440	0	16	3	0	47	57	119	0	9	1	15	36	44	94	0
np0539	44	8461	19	1518	16	12	55	150	16	133	24764	133	650	16	2942	10	6	0	577	800	72	234	12	4915	721	65	83	194	28	1126	32	84	216	932	5	247	428	30	112	1551	47	7	0	83	434	31	91	18	2	0	7	301	15	21	963	821	11	290	8	0	107	102	101	6	3288	254	27	30	17	57	2450	386	205	1647	7340	0	148	1806	84	294	1373	8	3	1152	65	890	9	23	0	3836	1133	93	333	302	200	162	188	117	19	25	0	22	163	12	781	0
np0540	0	22	7	4572	0	0	23	0	0	0	22248	103	6	3	255	1	18	0	0	0	0	0	5	0	0	0	2	0	25	12	0	0	953	0	0	0	0	0	32	8	0	0	133	0	3	0	0	0	6	0	19	124	17	0	0	2	0	0	63	0	0	0	0	7	0	52	0	27	97	26	230	0	1	0	0	0	0	0	7	401	10	0	0	11	0	0	1	0	0	1	362	0	14	0	0	0	2	22	0	0	0	7	0	1	345	0
np0541	0	424	19	398	16	0	29	45	0	0	4980	11	262	3	277	9	2	9	71	81	7	67	0	234	33	8	18	59	0	266	4	12	66	420	0	0	45	3	6	1346	0	5	0	12	20	10	3	2	5	14	0	28	14	6	21	404	11	20	0	0	0	8	297	3	715	32	0	7	4	2	193	150	92	548	726	0	18	344	24	628	306	0	0	234	228	293	0	2	0	673	375	2	71	43	0	26	303	40	13	4	4	38	32	8	92	0
np0542	450	697	62	542	0	0	13	0	1	0	9255	156	3061	21	1299	11	0	0	0	0	0	4	0	0	0	43	6	353	0	133	0	0	2	1624	0	0	0	0	25	5497	0	0	3	0	28	0	6	14	4	0	6	31	6	0	34	25	72	0	0	5	1	0	4	16	0	0	0	4	7	2	551	331	4	753	208	0	0	0	32	98	4505	0	0	48	0	115	19	0	15	220	275	0	0	0	0	12	56	180	5	0	2	0	1	0	20	0
np0543	6	387	14	349	18	0	13	60	0	0	4816	23	29	0	176	0	0	11	111	96	13	56	0	231	18	17	12	33	8	175	2	12	73	211	0	0	38	3	10	1377	0	6	0	16	13	6	6	0	5	20	3	45	6	0	25	286	8	19	0	0	0	0	270	5	765	32	0	13	5	0	190	193	78	529	832	0	6	341	13	788	148	0	0	116	785	278	4	2	0	722	351	4	91	40	0	32	91	30	14	11	2	36	13	7	82	0
np0544	0	174	163	4159	0	0	35	0	1	0	31477	306	88	6	1248	8	0	446	3639	0	0	976	0	1033	73	57	11	202	0	508	88	0	368	1472	0	21	0	13	23	1711	0	2	0	196	31	55	13	24	4	0	0	108	67	3	73	1031	35	16	0	0	17	0	9	17	329	242	1	83	30	27	448	3	275	1011	1693	0	8	61	87	3849	40	0	4	446	0	392	3	19	0	1278	554	1	392	10	0	20	811	293	4	47	3	45	20	45	992	4
np0545	0	2440	4	303	307	0	1271	0	3	0	6908	119	56305	0	1183	34	0	0	0	0	0	122	19	0	0	15	17	1055	24	1258	0	2	25	982	4	147	0	0	65	1040	0	2	8	0	136	7433	4	12	0	0	44	261	115	0	7	32	5	0	21921	0	2	1	0	24	0	59	0	29	27	2	162	283	65	86	7190	0	0	0	14	653	213	1929	16	1036	0	123	0	4	0	249	148	6	16	0	0	31	20	1453	0	15	3	9	52	239	68	0
np0546	654	3927	167	182	0	0	86	0	0	0	9517	6	848	0	355	0	0	0	4668	0	0	27	0	0	0	45	0	3708	0	1450	0	0	0	420	0	0	0	2	1	3806	0	0	1	0	3	14	0	4	3	0	13	137	82	0	18	439	0	0	0	0	2	0	30	6	0	2	5	9	8	0	362	0	185	312	22	0	0	0	17	829	0	0	11	151	0	191	0	26	89	172	227	0	22	0	0	17	130	505	1	8	1	0	12	19	9	0
np0547	64	107	22	610	14	102	95	6	6	0	15453	39	192	0	811	12	3	25	1317	0	7	146	0	376	15	7	8	113	0	421	9	2	54	873	1	0	4	14	6	1032	0	3	0	0	92	5	1	0	0	0	3	85	19	5	93	528	90	0	0	0	19	0	0	18	124	82	0	16	5	7	178	254	51	312	2106	245	0	479	8	146	1633	4	0	290	0	531	3	0	0	894	592	0	64	28	0	10	118	822	3	19	0	185	15	13	31	0
np0548	85	1604	29	6267	13	117	62	0	0	0	27905	434	213	15	1406	52	6	0	402	0	0	165	0	174	7	107	19	377	47	656	0	18	76	1757	0	13	0	8	43	3101	4	22	2	0	37	0	18	22	2	0	404	142	224	19	62	623	63	8	1	3	10	0	6	53	0	181	16	58	10	18	1263	749	14	968	6406	203	12	0	66	1676	5525	6	2	667	0	2162	4	0	3	531	967	0	33	16	0	173	162	614	0	13	1	37	50	75	217	0
np0549	72	865	40	367	0	14	31	22	0	20	7579	37	38	9	638	4	3	17	117	356	8	112	63	1043	82	11	14	17	13	506	0	15	85	584	0	75	6	0	73	1861	6	3	4	34	40	20	9	4	13	3	60	221	13	0	42	332	45	61	0	0	5	33	5	0	518	54	4	9	12	7	336	270	64	340	2034	0	122	321	9	166	163	2	0	151	143	477	0	0	2	2566	959	5	119	145	0	136	62	32	16	13	4	4	105	7	430	2
np0550	0	34	0	444	0	0	354	0	0	5	3091	0	29	11	385	0	28	0	0	0	0	1	0	0	2	0	0	2	0	0	0	1	0	15	0	0	0	16	0	1183	0	0	4	0	2	1	0	0	0	0	14	166	0	2	0	36	572	0	0	0	4	0	0	4	0	0	0	3	36	0	0	0	199	0	7295	0	0	0	4	177	0	1	9	0	0	190	0	0	0	5	0	0	3	0	0	3	242	38	0	4	18	0	0	0	1	0
np0551	4	399	0	447	16	3	12	40	0	0	6302	34	142	0	165	0	11	7	80	92	5	64	3	232	32	8	10	62	8	212	9	11	175	249	0	0	41	0	10	1471	0	6	0	21	15	0	13	0	9	15	0	66	46	0	32	354	19	25	0	0	7	5	282	15	758	18	3	9	12	3	214	188	107	582	1010	0	8	326	21	716	138	0	0	161	266	316	0	0	9	793	434	4	91	31	0	26	76	53	9	7	0	41	19	0	84	0
np0552	0	138	60	490	17	0	27	51	5	0	874	7	733	7	351	0	6	0	202	0	14	107	43	411	6	2	15	181	0	276	3	0	61	215	0	14	105	0	12	1171	0	1	0	0	40	23	1	3	0	0	7	41	30	0	107	45	5	3	18	0	12	0	145	13	103	14	0	16	3	3	34	330	65	40	735	0	5	524	27	53	381	0	0	355	0	22	0	4	0	196	58	3	61	4	0	1	341	71	0	0	0	22	28	5	140	11
