feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Izemoplasmatales	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np0288	0	4127	9	346	0	0	66	0	4	0	16569	20	222	31	1437	28	0	0	0	0	0	44	7	1	0	61	17	475	15	536	6	0	979	2853	0	4	0	138	1553	1821	1	0	5	0	94	0	41	73	4	0	188	469	67	10	73	201	43	0	0	0	25	0	0	12	351	29	0	8	5	4	201	0	340	0	13	0	0	0	173	442	1	0	5	6828	0	106	0	0	122	477	483	0	39	0	0	21	25	719	0	4	0	0	42	14	77	0
np0289	2	583	14	380	30	16	20	28	0	4	8970	26	32	6	363	16	0	25	71	118	3	60	0	343	23	0	25	154	6	622	7	21	113	748	0	0	7	3	12	2226	0	9	3	26	22	8	0	1	4	4	12	110	18	5	39	449	12	6	0	0	15	8	104	6	784	56	0	9	9	0	302	303	107	651	1625	0	22	344	10	919	116	8	0	160	172	244	3	1	0	1066	468	5	116	21	0	56	457	74	5	2	4	39	30	19	110	0
np0290	173	1845	139	420	35	138	100	206	0	0	13711	31	66	11	1143	18	2	27	608	149	33	274	0	1500	71	18	37	138	13	894	8	27	155	3154	0	0	18	26	10	5986	0	12	4	78	76	49	12	6	3	9	0	518	106	11	153	339	207	8	0	1	10	33	8	24	769	134	3	27	24	7	401	931	192	551	8240	0	11	311	17	715	549	13	0	451	83	2038	2	8	6	1848	1205	4	173	89	0	127	567	154	45	54	6	317	72	45	196	0
np0291	0	21	184	5398	0	0	271	0	3	0	48566	447	34	17	679	0	86	0	0	0	0	0	0	0	0	2	0	0	173	44	0	0	164	0	0	0	0	6	97	22	0	0	166	0	3	0	0	0	42	0	14	532	77	0	0	4	0	0	343	0	0	0	0	31	0	18	0	100	286	31	737	0	9	0	0	0	0	0	30	1330	22	0	0	35	0	0	0	2	0	4	576	1	3	0	0	4	0	186	0	11	0	0	0	0	35	0
np0292	0	2902	2	94	0	0	5	0	0	0	1054	46	26539	0	4783	2	0	0	0	0	0	7	2	2	0	14	3	4845	0	53	0	0	17	205	0	71	0	0	0	89	0	0	2	0	326	0	0	0	0	0	12	26	22	2	0	16	3	0	3115	46	0	0	0	11	0	22	0	3	5	0	33	0	21	4	0	0	0	0	1	17	54	0	29	69	0	0	0	2	0	22	4	0	5	0	119	6	332	17	0	8	0	2	1	0	0	0
np0293	564	1205	44	1406	17	24	16	1442	12	0	20037	790	1592	23	1319	14	24	0	4807	136	24	489	19	367	55	45	34	501	18	836	8	28	247	1004	0	16	69	22	133	3274	0	22	0	83	123	23	13	27	6	22	246	245	13	27	755	825	58	30	8	9	16	8	501	14	1249	162	0	43	16	4	499	4575	155	859	1033	0	26	572	86	1130	142	6	0	2026	449	1375	8	12	0	1790	1609	10	121	65	0	43	176	244	24	39	8	133	35	28	255	0
np0294	0	357	85	2625	0	0	51	0	0	0	28063	311	194	5	1255	10	8	279	2426	0	0	1083	0	2187	125	86	13	118	0	816	115	0	284	984	36	0	57	16	20	1500	0	0	0	171	34	90	18	13	0	0	0	120	93	9	144	695	17	37	0	94	15	0	32	23	193	135	3	129	8	31	394	5	161	832	1149	0	98	364	110	873	61	5	10	1066	0	992	6	42	0	1374	959	4	281	15	0	5	602	368	0	57	2	58	27	84	1793	5
np0295	55	834	4	490	45	2	292	3	0	0	7481	24	118	8	220	40	0	0	2	0	102	105	0	248	6	14	34	150	2	642	0	3	128	389	0	30	0	14	4	2264	0	7	0	141	24	11	0	2	4	0	2	445	48	1	31	142	80	43	73	0	13	0	31	60	658	247	13	13	12	16	272	527	198	231	6204	0	8	0	5	2	171	0	4	97	0	601	2	0	2	3020	953	0	151	26	27	107	99	92	1121	68	0	0	12	3	324	0
np0296	67	594	15	974	43	28	12	41	0	342	17598	46	64	7	547	12	4	7	95	492	24	125	5	802	176	26	56	144	19	603	8	52	404	896	0	49	68	18	143	1626	17	26	3	43	57	6	10	7	19	0	236	83	7	0	134	738	28	220	3	0	19	50	114	7	1692	75	19	18	25	21	946	289	114	1133	4386	0	287	1994	24	1949	191	10	0	411	787	577	3	9	0	6374	1079	4	324	434	0	182	55	25	16	25	0	11	83	9	716	2
np0297	4	459	0	161	6	0	4	10	0	0	4118	15	70	2	346	4	0	10	4	0	0	25	0	365	3	12	9	28	0	148	0	0	42	210	0	109	0	0	2	429	4	0	1	13	19	4	0	5	0	0	0	94	45	3	55	74	15	0	92	1	11	0	5	15	550	44	0	5	3	1	74	1857	23	85	3319	0	5	0	15	29	292	0	0	112	297	244	0	0	0	300	152	0	86	5	1	1	20	27	0	2	0	60	6	1	49	0
np0298	1	1250	199	11405	32	401	167	46	0	0	68437	918	481	42	2326	38	0	0	1592	0	23	357	8	915	94	98	28	1621	26	5899	9	91	2012	2888	0	401	0	34	118	33963	3	0	87	0	143	0	14	48	35	0	0	594	542	12	281	2704	784	13	553	5	6	0	0	88	2002	275	0	250	11	33	1932	2290	570	730	7	29	0	942	134	5130	6138	0	13	1207	0	4608	18	21	35	4365	3239	8	202	140	9	60	1090	566	0	12	28	16	105	162	373	0
np0299	17	5814	72	648	155	0	124	0	36	0	16218	35	1541	0	6258	52	0	0	16	0	3	56	12	59	0	2	155	9816	0	459	0	5	13	4391	0	3	0	18	85	2662	0	0	18	0	7	0	0	0	0	0	156	583	26	6	53	41	20	0	3	2	0	0	0	31	0	0	0	33	97	0	1526	14	999	1318	34	0	0	0	7	49	1585	0	0	484	2	1300	0	0	76	17	86	0	12	0	3	34	15	107	0	0	5	0	23	2	6	0
np0300	670	303	4	150	201	0	31	6	0	0	12128	8	335	0	2585	14	0	5	3	0	9	97	0	1433	4	0	16	529	0	1180	2	8	245	1156	0	6	0	3	2	2194	2	11	0	0	42	3	0	0	0	0	0	441	63	4	93	284	24	42	10	0	7	0	0	23	123	49	0	0	3	3	77	3315	30	122	2148	1311	0	1338	1	70	990	6	207	1662	0	520	0	0	0	6474	378	0	31	13	8	0	752	341	2	4	0	3	113	9	164	0
np0301	0	225	8	920	31	4	25	25	10	0	15261	121	74	0	725	27	0	0	89	0	13	69	0	68	5	39	26	50	0	1523	0	258	513	360	0	63	0	6	0	692	9	0	0	0	32	0	3	18	0	0	0	161	161	4	98	757	58	19	104	0	16	0	0	29	275	121	0	39	4	0	251	998	146	49	3	117	7	543	25	55	866	0	9	389	0	1291	4	5	4	1366	741	7	75	10	3	36	92	177	0	15	5	186	52	7	281	0
np0302	20	560	64	354	10	93	30	71	0	3	9391	4	45	9	508	9	0	19	207	94	16	200	0	534	57	14	25	74	5	533	8	5	60	1224	0	0	12	10	4	1635	0	7	2	35	32	34	11	3	0	19	0	202	29	1	68	184	77	17	0	0	7	9	12	15	447	49	0	12	13	5	198	595	82	302	683	0	4	173	19	700	252	3	0	189	159	851	2	3	0	1293	586	5	96	82	0	100	166	160	31	34	4	189	35	38	100	0
np0303	27	2062	75	3428	84	145	165	297	0	247	34019	118	399	10	2268	54	18	40	884	717	85	665	5	2641	620	51	64	492	47	1768	30	107	274	2004	0	19	525	46	34	6054	5	59	5	127	142	80	18	12	18	187	16	502	32	21	312	693	178	494	2	14	45	17	264	18	2730	151	26	105	11	19	1390	782	216	593	3214	0	493	4781	54	2497	581	15	1	772	16001	2956	10	20	0	2991	2654	26	418	1017	4	343	325	260	64	96	6	277	276	75	869	3
np0304	66	1388	184	784	65	133	100	91	0	0	12273	39	100	12	749	35	7	48	419	80	41	167	0	828	53	23	42	147	19	1072	5	19	200	1199	0	0	10	54	26	3297	0	5	8	61	74	61	11	21	11	19	1	227	60	7	63	252	205	7	0	2	9	5	30	17	726	94	2	57	34	22	541	815	225	552	3561	0	10	235	26	777	452	6	0	264	131	1920	8	11	4	1315	1081	4	107	63	0	142	123	411	45	55	10	98	41	61	141	0
np0305	6	10	0	7	0	0	10	0	0	14	227	0	6	0	416	0	0	0	1	0	261	2	39	186	20	8	1	7	0	58	0	0	186	29	0	21	0	0	0	89	0	0	0	1	136	8	7	0	0	0	110	58	0	3	5	18	1	8	0	0	0	0	9	0	132	18	3	0	0	0	2	1	0	117	7420	0	0	128	6	0	1	0	0	43	14	6	0	0	0	148	100	0	9	7	0	4	0	11	0	0	0	1	30	0	31	0
np0306	34	747	55	803	49	6	88	6	2	4	14070	38	71	14	849	25	12	0	134	555	88	81	298	398	20	21	83	129	10	635	0	210	120	936	4	3	4	21	18	3427	21	15	2	74	33	16	0	4	11	0	2	682	17	2	83	105	75	490	0	0	20	35	79	8	506	98	14	41	38	20	587	681	185	388	2078	0	81	851	16	25	163	6	0	234	14	1131	4	3	2	3129	1336	0	103	81	0	93	25	53	6	8	0	4	38	23	644	0
np0307	1828	631	0	813	20	2	39	5	0	0	68418	11	425	7	644	25	0	0	90	0	34	551	0	2477	87	3	87	616	0	2837	5	204	1153	2200	0	12	0	11	0	4186	18	25	2	0	54	7	0	2	3	0	0	613	15	0	487	1444	108	150	15	1	212	0	3	24	1065	404	0	5	34	26	149	2661	51	732	2959	1938	47	5069	0	244	1734	14	463	3414	0	1210	2	0	0	9031	1282	0	949	72	5	0	31	442	0	2	2	40	1413	17	6127	11
np0308	108	449	89	595	69	2	1137	0	136	0	2128	37	1688	7	2167	78	0	174	113	0	23	187	0	198	0	104	13	174	0	405	0	4	245	700	2	142	2	52	444	4337	0	0	0	0	134	36	8	13	4	0	339	138	103	20	64	107	124	38	8175	45	10	0	4	53	49	102	0	37	19	10	214	39	41	150	248	31	11	38	121	194	992	8	11	1647	0	132	9	42	0	527	132	0	63	5	4	32	512	559	40	93	2	13	35	235	80	0
np0309	27	3212	52	1688	25	332	168	145	0	11	33887	105	213	13	2435	27	9	88	584	256	53	407	0	1267	153	71	50	332	34	2607	32	23	292	2320	4	0	72	37	22	4245	2	21	2	96	180	58	22	22	7	36	0	346	95	12	208	939	90	28	0	0	28	6	64	26	1996	161	5	70	23	16	1262	1795	217	710	4255	0	34	1203	95	4615	747	18	5	606	4007	1738	16	22	5	1917	2277	7	341	133	0	190	375	558	69	68	10	190	203	90	287	0
np0310	43	355	0	44	36	0	121	0	0	0	1279	0	3624	0	1615	55	0	0	3	0	56	67	0	95	0	20	28	351	0	552	0	0	162	380	0	454	0	2	0	8227	6	20	0	0	158	104	1	8	0	0	102	509	0	4	5445	16	59	29	165	873	150	0	33	0	323	25	0	0	2	0	13	6	30	277	31123	0	4	0	52	2	36	0	0	67	0	220	8	0	0	781	1022	0	56	2	28	1	0	375	0	0	0	0	101	0	17	0
np0311	0	5264	0	138	0	0	28	0	0	0	10513	8	1751	16	1042	3	0	0	0	0	0	12	9	7	0	64	0	765	4	190	0	0	352	1025	0	1142	0	190	3365	119	0	0	2	0	151	0	16	69	0	0	804	32	47	6	131	87	1	0	2	0	16	0	0	8	89	9	0	3	0	0	126	0	171	0	2	0	0	0	164	55	3	0	4	4218	0	63	0	0	76	55	18	0	7	0	0	8	30	102	0	0	0	1	20	46	1	0
np0312	6	244	0	281	6	4	9	27	1	0	4073	24	51	2	169	0	2	11	57	58	0	56	5	184	17	13	9	27	6	151	4	15	41	190	0	4	28	0	10	906	0	6	0	11	20	0	0	3	3	13	0	48	1	0	17	257	8	19	0	0	0	0	172	0	486	24	2	10	0	0	152	117	64	380	566	0	16	265	14	545	95	0	0	105	178	232	0	3	0	582	344	2	47	47	0	32	68	19	11	2	0	32	15	6	59	0
np0313	8	1277	23	1062	54	4	59	65	10	1	7889	6	668	4	538	9	0	13	332	68	11	216	140	642	49	18	84	277	6	693	2	29	309	740	0	2	45	10	81	2357	0	14	0	21	21	12	0	2	6	17	205	151	13	5	39	328	344	38	2	0	16	0	224	6	618	105	3	6	3	4	480	120	105	461	10166	0	7	321	16	718	175	0	0	222	228	1584	3	0	0	1226	904	0	153	68	0	25	97	56	14	8	6	35	70	17	88	0
np0314	1515	405	19	2281	160	9	76	6	0	0	32374	38	567	19	427	25	4	28	1714	0	39	435	0	853	45	3	87	806	0	1676	18	215	328	1336	1	10	16	29	21	5019	0	9	3	0	81	10	3	0	22	0	3	539	81	0	102	425	443	249	7	0	42	0	0	19	791	49	0	29	21	22	402	2653	123	1312	1846	979	32	1223	9	164	2049	4	128	815	0	1541	0	5	1	3855	511	0	145	59	0	18	291	278	1	27	0	454	250	10	617	21
np0316	261	44	62	3442	19	24	84	1	0	0	15045	77	102	16	501	11	3	22	77	0	6	286	0	217	29	9	16	58	0	559	37	95	93	2111	6	3	0	18	19	1338	0	0	0	0	44	13	2	0	8	0	0	169	67	9	36	114	199	57	0	0	9	0	6	16	399	154	0	55	7	12	376	744	75	522	273	192	33	345	9	101	158	4	3	243	0	592	4	5	0	1643	686	0	72	39	0	75	241	166	9	15	3	39	9	24	216	11
np0317	31	590	2	769	7	0	38	0	0	0	5721	151	119	5	239	5	0	0	59	0	0	41	2	21	10	20	8	93	8	154	1	16	69	179	0	30	0	0	4	540	8	5	0	0	22	0	0	4	0	0	77	167	15	2	9	88	11	80	0	0	7	0	4	2	83	11	14	23	12	24	173	64	5	217	1683	16	5	3	14	101	322	0	0	106	0	526	1	0	3	860	553	0	13	44	3	4	38	42	2	3	0	129	25	4	107	0
np0318	119	3511	14	6324	11	133	49	0	0	0	34850	573	244	12	1555	38	3	0	562	0	0	214	2	146	0	144	40	432	58	441	0	13	81	1437	0	0	1	8	27	3024	4	32	3	0	74	1	13	26	0	0	3	139	190	14	103	539	282	0	1	2	13	0	15	46	0	218	2	48	13	6	1356	939	11	663	8172	199	19	0	106	1206	9238	5	0	967	0	3100	8	0	6	399	1246	0	13	10	0	28	127	219	2	7	0	21	50	86	212	0
np0319	172	618	84	1675	53	2	26	105	3	0	10279	21	1603	7	463	9	3	15	2336	104	110	1091	341	541	71	66	134	338	20	816	6	11	147	534	0	31	49	8	69	2149	0	7	0	19	112	13	8	2	4	16	138	193	11	0	142	698	334	52	0	4	6	3	455	0	750	56	0	26	31	8	1353	184	300	874	7007	0	19	403	18	1456	272	34	0	229	316	981	1	7	0	1759	695	8	107	55	0	36	86	269	12	7	1	42	56	34	215	0
np0320	33	4296	157	2980	42	536	123	97	19	4	47688	98	298	50	2789	59	15	90	2880	232	124	702	0	4740	166	81	41	509	34	3330	54	74	1012	3416	1	0	178	42	27	7269	7	14	0	170	151	80	27	46	0	15	152	199	105	35	247	2005	149	6	2	8	46	19	154	41	6407	548	3	84	42	19	1587	1772	166	926	17236	0	31	1149	92	4562	4689	14	10	1135	13225	1683	11	41	0	2622	1617	4	481	520	0	228	753	370	58	87	14	188	234	110	305	0
np0321	47	17858	2	373	168	2	13	34	22	8	10701	11	238	4	1437	8	1	0	370	709	42	281	140	9052	518	30	71	1284	0	4089	4	5	4440	1543	40	133	133	2	53	2903	40	33	0	72	88	4	10	14	1	0	151	598	13	4	266	1771	344	117	82	3	111	6	333	0	2262	455	16	10	12	5	143	249	23	838	69053	0	17	1632	54	878	5890	78	0	5960	99746	174	2	7	0	4521	1052	3	565	188	9	16	62	237	0	4	0	23	251	6	570	0
np0322	0	7385	0	79	87	1	48	166	0	0	10125	0	8636	0	155	3	0	0	1	0	0	67	0	4	0	508	28	2188	3	126	25	0	407	78	0	0	0	12	0	4784	0	0	1	14	14	0	13	317	0	0	11	116	3	0	37	138	9	0	330	0	9	0	0	4	0	17	0	14	0	0	228	95	0	0	11	0	0	0	316	105	90	165	9	176	0	748	167	180	0	26	611	0	2	1	0	3	157	61	16	8	0	5	51	16	5	0
np0323	0	1998	0	276	122	97	260	11	2	0	17035	0	940	0	352	3	0	0	1	0	0	278	170	186	3	137	148	814	2	138	25	0	2028	809	5	0	0	6	88	3682	3	15	0	29	12	0	4	107	0	0	572	1073	94	2	128	284	217	0	40	4	12	0	8	372	0	55	0	13	4	0	92	133	6	0	13139	0	0	0	128	327	900	49	0	616	0	2185	51	80	0	849	1824	0	10	6	0	0	3610	42	0	9	0	0	36	26	12	0
np0324	33	723	4	55	182	0	4465	0	0	0	821	20	31182	0	4971	0	0	6	1685	0	30	98	0	45	1	53	3	1567	0	655	0	5	79	154	0	311	2	40	3	720	0	0	0	44	235	2	3	226	0	0	13	243	38	0	246	134	19	0	7114	37	5	0	101	99	28	14	0	6	6	0	39	157	26	59	5480	22	0	0	40	34	255	0	7	613	0	11	6	2	133	121	6	0	9	6	60	21	52	88	0	10	1	76	25	21	57	0
np0325	7	211	329	3048	18	18	96	13	0	5	16655	158	210	9	560	32	11	9	120	266	39	237	0	343	122	57	15	94	47	818	7	374	211	683	0	1	16	33	82	4492	0	1	0	28	93	68	16	12	15	41	42	294	62	11	71	130	73	69	0	0	5	16	99	25	1708	102	7	133	33	12	1563	995	463	562	910	0	15	1297	94	403	398	5	0	338	27	1199	8	22	1	865	1410	3	178	164	0	204	60	136	116	46	7	60	31	60	439	6
np0326	9	2566	260	6563	52	0	563	11	7	0	57841	518	329	55	9852	56	10	536	7016	0	233	470	93	990	14	72	84	182	137	3257	0	10	2205	5051	0	51	719	70	95	10656	5	3	13	77	672	0	21	110	3	0	98	458	290	55	1277	1955	489	14	23	27	78	0	23	55	653	1062	5	366	47	38	5966	13478	951	958	93423	900	0	0	53	2594	16915	0	11	1673	0	1520	2	4	8	2221	1924	0	196	464	1	210	1474	1599	47	485	13	256	123	240	890	0
np0327	0	610	42	961	0	0	32	0	0	0	24281	71	198	0	1585	8	0	89	1219	0	0	533	31	365	96	30	21	25	0	472	4	0	71	389	71	0	58	7	17	902	0	7	0	74	65	56	1	9	0	0	0	357	19	5	210	493	51	58	12	374	26	0	58	18	276	178	0	54	11	53	238	0	100	1002	955	0	47	479	100	691	59	0	13	1863	0	653	6	15	4	1856	1311	24	283	9	0	9	167	328	1	16	0	66	39	24	827	3
np0328	14	571	191	6124	108	0	221	0	4	0	16139	202	92	2	3266	11	14	0	22	0	74	84	0	54	6	148	146	325	3	816	10	0	1861	1168	0	18	0	14	13	5263	3	15	1	19	94	37	2	49	1	0	305	618	0	6	87	1554	35	1	0	1	19	0	51	8	126	191	0	64	19	23	974	1588	49	1048	19262	0	0	1	90	756	862	5	4	144	32508	739	18	14	0	522	1159	5	76	1	5	6	86	403	0	11	4	133	66	17	137	0
np0329	10	1042	0	815	3	41	21	9	0	2	13417	21	43	6	358	9	7	29	252	85	10	83	0	896	48	14	11	44	10	393	14	29	153	399	0	0	24	0	11	1251	2	4	0	30	35	0	4	7	3	0	127	86	6	0	48	853	18	8	0	0	10	6	47	6	1258	78	0	15	12	6	385	650	56	421	4216	0	19	336	24	1458	337	0	0	177	993	464	0	6	0	922	549	0	105	75	0	27	146	40	17	22	1	174	39	18	104	0
np0330	0	111	426	6682	5	0	69	223	1	0	15579	138	315	53	809	18	24	42	400	0	5	683	0	2068	70	22	28	300	13	1253	63	0	409	1112	3	0	274	13	116	3274	0	0	0	0	90	76	14	0	6	7	63	160	209	18	234	360	86	10	1	0	36	0	159	30	1872	235	0	99	20	23	757	1647	436	302	2450	0	210	4409	121	1005	4824	2	6	562	0	726	8	27	10	1691	726	20	267	85	0	23	657	429	2	42	4	41	47	25	724	121
np0331	383	1291	66	2337	54	1227	42	520	5	3	35470	703	250	28	794	25	54	22	3826	269	48	657	9	725	149	65	33	475	17	720	20	31	615	915	0	7	134	20	71	3872	4	26	2	93	78	25	19	27	13	65	148	157	40	22	174	1545	28	67	1	6	13	6	918	37	2360	188	2	75	40	8	953	2348	392	1737	1860	2	31	1128	105	2484	362	9	0	1265	756	1728	17	18	0	1953	1632	8	250	189	0	112	454	141	46	143	11	237	67	48	312	0
np0332	0	5119	0	2238	0	0	1	0	0	0	145787	27	2476	0	3291	262	0	0	0	0	0	5	0	0	0	11	3	3	0	58	0	0	17	462	1	1633	0	1	8	145	0	3	0	0	39	0	0	6	0	0	107	655	43	2	0	29	5	0	8	0	0	0	0	14	0	32	0	13	42	1	3637	0	42	4	1	0	0	0	4	64	108	0	106	97	0	2	1	0	0	22	9	2	9	0	0	19	13	960	0	7	2	5	0	2	6	0
np0333	42	2864	58	676	26	37	61	97	96	6	10906	46	254	9	2545	17	0	4	432	235	29	220	24	3025	377	68	32	323	8	2274	14	14	851	3152	3	115	92	15	825	4370	15	0	12	45	65	25	17	16	0	0	611	179	45	25	969	1026	25	61	3	0	155	20	59	8	1630	380	0	16	22	5	381	657	68	1033	65138	0	15	640	56	1007	1145	6	4	1104	2506	504	3	11	5	1812	771	9	271	200	0	101	187	428	16	35	4	51	171	40	222	0
np0334	0	21	0	297	0	0	552	0	0	0	5511	13	19	0	2906	17	5	0	31	0	1120	35	5	477	50	17	38	13	8	1938	0	20	135	1078	0	53	6	47	294	3936	2	3	0	11	89	0	4	13	0	0	36	80	18	5	105	9	20	71	1	5	65	0	3	7	36	95	0	152	6	0	62	9	88	69	17341	8	0	0	13	20	26	0	0	91	0	61	0	0	0	993	105	0	69	27	21	46	4	285	0	9	0	3	61	14	161	0
np0335	7	423	36	2109	17	5	24	71	2	0	9708	216	77	2	752	1	0	8	61	82	16	161	0	234	35	5	64	276	7	312	4	10	76	415	0	3	35	9	63	1790	1	13	4	17	18	27	5	5	4	17	1	159	202	0	27	343	18	18	0	0	2	2	200	19	670	68	3	38	19	8	610	133	88	841	5198	0	15	301	69	647	2384	8	3	294	234	326	0	7	0	656	652	5	49	52	0	36	224	55	12	10	0	22	32	30	91	0
np0336	0	98	212	1348	28	0	43	133	8	0	4470	34	530	14	620	0	6	1	679	0	0	177	0	553	14	3	38	249	2	625	13	0	225	491	3	3	144	5	89	2248	0	0	0	0	40	32	1	0	0	0	182	158	43	12	212	200	20	11	7	0	17	0	181	25	449	72	0	22	6	7	183	846	388	371	3145	0	85	4451	39	280	575	0	0	637	0	127	0	2	0	872	427	6	143	15	0	3	688	162	0	1	0	268	34	1	288	22
np0337	1	104	0	35	7	1	1	0	0	0	1238	10	10	0	113	0	0	4	17	18	0	11	1	63	1	2	0	3	0	78	0	4	25	111	0	0	0	0	5	424	0	0	0	2	12	0	0	1	0	0	0	23	0	0	0	74	0	19	0	0	0	7	24	0	73	14	0	3	3	0	64	46	4	84	183	0	1	60	2	181	22	0	0	21	49	8	0	0	0	278	124	0	21	8	0	9	20	6	0	1	0	5	14	0	20	0
np0338	56	938	17	200	8	16	28	45	0	0	2805	21	79	1	720	5	0	5	299	121	20	85	0	979	55	17	30	160	4	580	6	4	491	420	0	9	13	6	110	8037	1	19	1	34	118	15	7	0	0	0	10	105	527	4	919	289	21	25	1	0	23	25	25	7	451	117	0	7	6	0	135	191	52	1290	30139	0	25	583	35	147	902	5	0	465	125	473	4	8	17	1243	799	4	52	58	0	40	987	265	3	6	0	4	119	8	208	1
np0339	40	1147	101	3763	25	93	142	105	5	7	30325	184	425	30	1043	54	26	29	623	315	58	430	11	1168	168	123	24	174	78	1806	16	201	175	1231	2	4	161	60	94	3635	0	9	9	71	141	76	17	11	45	149	26	419	78	9	200	594	139	242	0	6	20	44	357	40	1620	165	31	124	46	35	1850	932	331	434	277	0	286	1067	132	938	732	2	6	858	30	1665	15	55	6	2857	2601	6	303	334	0	289	307	134	61	66	31	54	74	126	715	0
np0340	28	489	19	1482	20	7	49	29	0	0	26509	91	156	8	938	12	4	197	28	0	43	94	0	826	1	28	19	118	7	463	0	4	118	1249	0	116	0	3	13	1896	0	0	4	108	41	17	3	12	0	1	0	116	64	6	125	573	94	0	128	0	31	0	0	26	1421	191	5	42	15	38	1059	3089	196	705	2493	0	0	0	49	448	562	0	8	243	0	1102	9	0	2	233	348	0	131	6	0	5	397	57	122	31	0	256	57	13	110	0
np0341	0	2202	0	124	0	0	0	0	0	0	65300	22	156	0	950	8	0	0	0	0	0	4	121	0	0	6	4	123	0	55	0	0	2137	556	3	90	0	3	82	99	0	0	0	0	12	0	0	4	0	0	63	186	44	0	0	28	2	0	30	0	0	0	0	9	0	23	0	5	58	0	89	0	20	1	6	0	0	0	6	28	81	0	7	71	0	0	3	2	0	21	5	2	6	0	28	14	367	15	0	4	0	0	0	3	1	0
np0342	96	1746	30	3384	20	2	44	104	5	0	19485	32	65	7	1405	18	0	3	445	92	15	75	10	258	41	10	6	329	9	347	3	17	86	878	0	4	63	58	32	2092	0	8	14	17	21	12	12	5	38	19	616	307	9	11	41	370	61	67	0	12	2	10	304	11	811	21	0	6	45	20	503	166	249	835	627	0	15	357	34	913	120	5	0	837	271	2424	0	0	0	1104	1239	5	95	71	0	52	92	40	17	10	22	37	27	37	215	0
np0343	26	540	451	14083	95	0	523	29	0	0	23970	1169	535	101	9011	105	145	362	1009	0	225	652	103	1858	30	247	604	187	100	7807	0	103	338	10237	0	26	254	158	213	7931	4	46	23	209	404	0	58	257	12	0	177	1654	320	71	293	629	531	2754	4	27	55	0	18	65	325	3429	85	3242	52	22	2191	1026	1131	535	2707	54	14	2	159	2266	490	0	23	1325	0	1460	10	4	15	9494	2017	0	338	285	4	851	360	2645	27	789	3	40	107	431	4782	0
np0344	94	7	2	8	6	0	262	0	11	0	141	0	6859	0	571	2	0	4	20	0	1	3	20	9	0	83	2	211	0	19	0	1	102	51	0	43	0	9	2	123	0	0	0	0	3	0	0	291	0	0	82	11	6	0	153	11	0	0	1140	76	1	0	25	2	5	7	0	1	1	0	6	10	7	3	737	0	0	5	39	10	39	0	0	37	0	3	1	4	0	17	3	0	0	4	228	6	1	12	0	1	0	1	17	9	4	0
np0345	54	945	29	830	79	35	22	60	0	17	18760	43	68	7	659	22	0	13	203	387	19	168	3	945	62	18	27	300	22	1246	8	33	306	1032	1	2	30	9	45	3062	0	44	3	46	44	15	7	6	8	6	65	345	12	5	80	1344	61	54	0	14	11	62	72	9	2016	92	1	28	23	11	707	617	146	1369	3259	0	88	953	20	2114	742	13	0	336	915	587	7	5	0	3306	853	4	215	101	0	121	314	81	187	131	7	138	100	32	322	0
