feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
G__Roseburia.12	Time_c	Time_c	-0.0928259725783162	0.00335150970654785	500	379	1.28109415698798e-92	7.57126646779893e-90
G__Alistipes.3	Time_c	Time_c	-0.0525074620061532	0.00198337321828365	500	488	9.36296362482516e-88	2.76675575113584e-85
S__Roseburia__hominis	Time_c	Time_c	-0.0840303756380642	0.00329366278913008	500	373	6.96110027377787e-84	1.37133675393424e-81
S__Bacteroides__dorei.1	Time_c	Time_c	-0.0431923110040097	0.00178618287831086	500	492	1.8662940266788e-78	2.75744942441793e-76
G__Roseburia.14	Time_c	Time_c	-0.0806098714675449	0.0034841615852004	500	248	3.80299116630267e-74	4.49513555856976e-72
G__Alistipes.12	Time_c	Time_c	-0.0605669846554755	0.00268037810238133	500	363	6.5936940478918e-72	6.49478863717342e-70
S__Butyrivibrio__crossotus	Time_c	Time_c	-0.0780922660350038	0.00367556136623755	500	262	2.85309741966738e-66	2.4088293928906e-64
S__Bacteroides__vulgatus.6	Time_c	Time_c	-0.0424157255910128	0.00206922200978916	500	488	3.92788868306729e-63	2.90172776461596e-61
S__Bacteroides__vulgatus.1	Time_c	Time_c	-0.0487431632855504	0.00238256355674999	500	443	5.79044889733016e-63	3.80239477591348e-61
S__Alistipes__onderdonkii.3	Time_c	Time_c	-0.0467356459382805	0.00229382137482162	500	485	1.30179699151851e-62	7.69362021987439e-61
G__Eubacterium__eligens__group.1	Time_c	Time_c	-0.064730843750406	0.00317928508621073	500	386	1.49637364076525e-62	8.03960746992967e-61
S__Odoribacter__splanchnicus	Time_c	Time_c	-0.066561523596274	0.00331850116030607	500	400	2.79979543488816e-61	1.37889925168242e-59
S__Bacteroides__vulgatus.11	Time_c	Time_c	-0.041434293316797	0.00208100075235368	500	489	1.16262868047156e-60	5.28548884737457e-59
F__Barnesiellaceae	Time_c	Time_c	-0.0737554582804093	0.00376642898319624	500	350	2.80423160255815e-59	1.18378634079419e-57
S__Bacteroides__vulgatus.30	Time_c	Time_c	-0.0501369866909995	0.00260863472685738	500	438	9.43922927233593e-58	3.71905633330036e-56
G__Faecalibacterium.12	Time_c	Time_c	-0.0592442329693895	0.00309139705983801	500	466	1.61512490219593e-57	5.96586760748622e-56
S__Bacteroides__cellulosilyticus	Time_c	Time_c	-0.0538774616804796	0.00286994860470936	500	460	7.16861310811472e-56	2.49214726287988e-54
S__Odoribacter__splanchnicus.3	Time_c	Time_c	-0.0589451002113236	0.00314666987589663	500	405	1.06082643156435e-55	3.48304678363629e-54
G__Roseburia.4	Time_c	Time_c	-0.0782789818324866	0.00420059616166287	500	264	2.72441462754568e-55	8.47436339410261e-54
G__CAG_352.3	Time_c	Time_c	-0.0457909373081579	0.00251212242413304	500	447	1.40710527298864e-53	4.15799608168143e-52
S__Alistipes__shahii.2	Time_c	Time_c	-0.0450519056435854	0.00248908968622987	500	447	4.86853098389897e-53	1.37014371975442e-51
G__CAG_352.4	Time_c	Time_c	-0.0560607833200857	0.00314506947211678	500	359	6.94513179057007e-52	1.86571494919405e-50
S__Parabacteroides__distasonis.5	Time_c	Time_c	-0.0430814745616553	0.00243303690921803	500	456	2.17474417127078e-51	5.58814697922187e-50
S__Bacteroides__plebeius	Time_c	Time_c	-0.065678053543901	0.00375003172352171	500	246	1.40085488701779e-50	3.44960515928131e-49
S__Akkermansia__muciniphila.2	Time_c	Time_c	-0.0563844676515422	0.00322819238123789	500	346	2.22065789069956e-50	5.24963525361377e-49
S__Bacteroides__massiliensis	Time_c	Time_c	-0.0399272149679872	0.00233718361035256	500	437	8.89321948450519e-49	2.02149719820868e-47
G__Clostridia__UCG_014.30	Time_c	Time_c	-0.0517080050497265	0.00305619118230057	500	372	4.32495073165831e-48	9.46683660151875e-47
S__Parabacteroides__merdae	Time_c	Time_c	-0.0386669604213028	0.00230386546185673	500	470	1.59208658249937e-47	3.36043989377545e-46
S__Bacteroides__caccae	Time_c	Time_c	-0.0426800631323553	0.00255005339154078	500	409	2.49054466806625e-47	5.07555827181776e-46
G__Christensenellaceae__R_7__group.10	Time_c	Time_c	-0.0545875089270937	0.00330160740943482	500	254	1.75189971104255e-46	3.45124243075382e-45
S__Bacteroides__vulgatus.12	Time_c	Time_c	-0.040677733490865	0.00247326888444281	500	327	4.01959456727393e-46	7.66316254599642e-45
G__Barnesiella.17	Time_c	Time_c	-0.0455844580010001	0.00279508872856272	500	342	1.50886276195571e-45	2.78668091348695e-44
G__Faecalibacterium.39	Time_c	Time_c	-0.0379195716124199	0.00233435874092383	500	496	2.80032759740787e-45	5.01513215172138e-44
S__Bacteroides__finegoldii.1	Time_c	Time_c	-0.0455917953930688	0.0028106582084405	500	374	3.49117021732867e-45	6.06847528953306e-44
G__Clostridia__UCG_014.13	Time_c	Time_c	-0.0560210671660679	0.00350016581738609	500	270	2.73913247804149e-44	4.51672520506084e-43
G__Coprobacter.1	Time_c	Time_c	-0.0501776344344023	0.00313516238242016	500	274	2.75130469343807e-44	4.51672520506084e-43
S__Akkermansia__muciniphila.5	Time_c	Time_c	-0.0501176208438165	0.0031346220507212	500	293	3.21657066875112e-44	5.13781963576192e-43
S__Alistipes__finegoldii.2	Time_c	Time_c	-0.0515569432271053	0.00330362408969463	500	405	1.22021461099016e-42	1.89775482919786e-41
G__Coprococcus.3	Time_c	Time_c	-0.0463043954602545	0.00299737806824017	500	424	5.45023535923932e-42	8.2592028136165e-41
G__Coprococcus.7	Time_c	Time_c	-0.0497982490832328	0.00323428231853044	500	252	8.85749207652328e-42	1.30869445430631e-40
S__Bacteroides__sp.	Time_c	Time_c	-0.0417518903875973	0.00272498159800715	500	349	1.80217039861218e-41	2.5977626965361e-40
G__Bacteroides.6	Time_c	Time_c	-0.0321599521985692	0.00215360741748642	500	485	7.03758820746098e-40	9.90289197764153e-39
G__Ruminococcus.7	Time_c	Time_c	-0.0322641042657674	0.00218129714981304	500	420	2.6635857668218e-39	3.66088183300392e-38
S__Eubacterium__siraeum.1	Time_c	Time_c	-0.0488770882491825	0.00332302604505884	500	398	5.7764648184808e-39	7.75884251755034e-38
S__Alistipes__obesi	Time_c	Time_c	-0.0413041656120781	0.00281709976328601	500	453	8.93883088101688e-39	1.17396645570688e-37
G__Clostridia__UCG_014.25	Time_c	Time_c	-0.0705012149480224	0.00482323908654503	500	194	1.36093957292539e-38	1.74851149478023e-37
S__Alistipes__onderdonkii	Time_c	Time_c	-0.0324921195836608	0.00222393869382536	500	261	1.4504532770681e-38	1.82386784414308e-37
G__Anaeroplasma.1	Time_c	Time_c	-0.0598104310968905	0.00409841960942349	500	144	1.69432185712849e-38	2.08613378658945e-37
S__Lactobacillus__mucosae.2	Time_c	Time_c	0.0626417410130278	0.00432321918053466	500	208	4.46926617265531e-38	5.39048226130467e-37
S__Lactobacillus__fermentum	Time_c	Time_c	0.0631317510754942	0.00437963407416555	500	170	8.96893153683291e-38	1.06012770765365e-36
G__Ruminococcus__torques__group.2	Time_c	Time_c	-0.0452790972850752	0.00314193930205755	500	409	9.27911846647023e-38	1.07528608111449e-36
G__Coprococcus.5	Time_c	Time_c	-0.0530547129767263	0.00369665520700249	500	238	1.60826379845721e-37	1.82785366324656e-36
G__Enterococcus.2	Time_c	Time_c	0.0522305205088172	0.00365190581902233	500	357	2.55546128140677e-37	2.84958041002152e-36
S__Bacteroides__uniformis.12	Time_c	Time_c	-0.0238735491855193	0.00167270303818297	500	491	3.37110782425064e-37	3.68949022987431e-36
G__Alistipes.8	Time_c	Time_c	-0.042376392478315	0.00299599812933338	500	317	1.10574089880089e-36	1.18816885671151e-35
G__Christensenellaceae__R_7__group.7	Time_c	Time_c	-0.0419391324225856	0.00296868230084485	500	376	1.2959573767323e-36	1.36769787437284e-35
G__Christensenellaceae__R_7__group.9	Time_c	Time_c	-0.0466609558669935	0.003321528041475	500	429	2.69480624962633e-36	2.79408858513888e-35
S__Bacteroides__massiliensis.3	Time_c	Time_c	-0.0399323521263448	0.00284569246838648	500	432	3.10914997045052e-36	3.16811660782113e-35
G__Eubacterium__coprostanoligenes__group.3	Time_c	Time_c	-0.0459830137580667	0.00329052702658188	500	244	5.32116277577002e-36	5.33018169572896e-35
G__Blautia.36	Time_c	Time_c	-0.0276183978942467	0.00197938158816722	500	490	6.47755945822424e-36	6.38039606635088e-35
S__Parabacteroides__distasonis.21	Time_c	Time_c	-0.0364699731480606	0.00261660037254733	500	340	7.44676588251872e-36	7.21481743699764e-35
O__Oscillospirales_010.10	Time_c	Time_c	-0.0456331194851167	0.00332561747375633	500	159	5.44055754070776e-35	5.18607984928756e-34
G__Lactobacillus	Time_c	Time_c	0.0532949778986059	0.0039004696712927	500	164	9.25649385773554e-35	8.68347280939953e-34
S__Alistipes__shahii	Time_c	Time_c	-0.038606636913867	0.00287218190701815	500	366	7.0481611922038e-34	6.50853635092569e-33
G__Ruminococcus__torques__group.3	Time_c	Time_c	-0.040784468756817	0.00304167894268425	500	224	9.52246578426386e-34	8.6581188899999e-33
S__Parabacteroides__goldsteinii	Time_c	Time_c	-0.0373829332720466	0.00279239405949729	500	298	1.15414624441849e-33	1.03348550068383e-32
G__Eubacterium__coprostanoligenes__group.5	Time_c	Time_c	-0.0441305044085143	0.00334485320858997	500	218	6.70642105967002e-33	5.91566394964922e-32
S__Bacteroides__caccae.1	Time_c	Time_c	-0.036392053269586	0.00277193861109513	500	275	1.20542734717245e-32	1.04765817967488e-31
S__Bacteroides__massiliensis.4	Time_c	Time_c	-0.0310744973550641	0.00237605980355507	500	200	1.90335674701219e-32	1.63026643113653e-31
S__Bacteroides__faecis	Time_c	Time_c	-0.0298326217641202	0.00231210940806083	500	317	9.23276775557119e-32	7.79509391934653e-31
G__Lachnospiraceae__NK4A136__group.17	Time_c	Time_c	-0.0412418984567113	0.00320179497740971	500	425	1.12393850462555e-31	9.3556007920239e-31
G__Sutterella.14	Time_c	Time_c	-0.0309449929667105	0.00240984753131148	500	477	1.6063114968079e-31	1.31851402029649e-30
G__Butyricimonas.7	Time_c	Time_c	-0.0553962665638817	0.00432595206507183	500	219	2.20772253444469e-31	1.78734796966687e-30
G__Citrobacter.3	Time_c	Time_c	0.0534382424727532	0.0042039055023779	500	252	5.11704622085764e-31	4.08672204936063e-30
S__Bacteroides__thetaiotaomicron	Time_c	Time_c	-0.0271810017939751	0.00214032067219623	500	488	5.69938697967139e-31	4.49111693998105e-30
S__Parabacteroides__distasonis.9	Time_c	Time_c	-0.0388521439963823	0.00306776050712899	500	394	7.77735649975054e-31	6.04791801493759e-30
S__Bacteroides__stercoris.1	Time_c	Time_c	-0.0369462762443272	0.00292104447805178	500	415	8.99785154193043e-31	6.90614319646868e-30
S__Parabacteroides__distasonis.28	Time_c	Time_c	-0.0386724199213507	0.00306745688766395	500	357	1.2962816635262e-30	9.82182645056391e-30
O__Oscillospirales_010.13	Time_c	Time_c	-0.0390397203562917	0.00309829034203314	500	303	1.37858442497585e-30	1.03132075336801e-29
S__Bacteroides__clarus.2	Time_c	Time_c	-0.0278167992116423	0.00220793506958119	500	219	1.40145538675619e-30	1.03532516696613e-29
G__Faecalibacterium.57	Time_c	Time_c	-0.0402792111188882	0.00319847319104381	500	360	1.46909102959343e-30	1.07189234381446e-29
S__Bacteroides__stercoris.3	Time_c	Time_c	-0.0269198777071556	0.0021461701799094	500	156	2.29241552051686e-30	1.65221655198227e-29
F__Enterobacteriaceae	Time_c	Time_c	0.053046433414227	0.0042544448261894	500	237	4.44976476141311e-30	3.16844695662066e-29
S__Bacteroides__ovatus.2	Time_c	Time_c	-0.0279876776174396	0.00225305056492947	500	465	6.70819568936265e-30	4.71969482430158e-29
S__Parabacteroides__distasonis.24	Time_c	Time_c	-0.0413860302885882	0.00335482791051282	500	352	1.43272109946226e-29	9.96162552684939e-29
S__Parabacteroides__distasonis.10	Time_c	Time_c	-0.0386833023343899	0.00314458252650067	500	315	1.94553634584319e-29	1.33699067487596e-28
G__Blautia.35	Time_c	Time_c	-0.042862548602226	0.00352138787119954	500	387	6.07775589366725e-29	4.12868245190499e-28
G__Barnesiella.8	Time_c	Time_c	-0.0279959123763172	0.00230129284235445	500	187	6.44939316972755e-29	4.33135382194203e-28
G__Clostridia__UCG_014.41	Time_c	Time_c	-0.0383665079836358	0.00316723955325372	500	187	1.01516285959242e-28	6.74113764066428e-28
G__Lachnospiraceae__NK4A136__group.15	Time_c	Time_c	-0.0362061195807769	0.00301127110065029	500	465	2.23038086540294e-28	1.46461676828126e-27
G__Lachnoclostridium.10	Time_c	Time_c	0.0195039047162112	0.0016237064596024	500	498	2.46737407572679e-28	1.60243744918081e-27
G__Clostridia__vadinBB60__group.2	Time_c	Time_c	-0.0363560644674707	0.00302777293470975	500	110	2.56480180966523e-28	1.64760637990451e-27
G__NK4A214__group.9	Time_c	Time_c	-0.0397066048252976	0.00332045578898586	500	328	3.94355543517819e-28	2.50606587332292e-27
G__Clostridia__UCG_014.55	Time_c	Time_c	-0.0567096035885754	0.00476182452554019	500	212	6.03851958637906e-28	3.79655859101066e-27
S__Alistipes__sp..3	Time_c	Time_c	-0.0400506843583134	0.0033671950716927	500	318	6.86998383149379e-28	4.27385309938193e-27
G__Lachnospira.3	Time_c	Time_c	-0.041537432235751	0.00350932444365017	500	435	1.1373068182904e-27	7.00154510010029e-27
G__Blautia.38	Time_c	Time_c	-0.0276733937148478	0.00237495730253197	500	219	5.58343646817916e-27	3.40186696154009e-26
G__Klebsiella.1	Time_c	Time_c	0.0444002069984812	0.00381199392299122	500	295	5.81213961902317e-27	3.50507603555377e-26
S__Bacteroides__uniformis.1	Time_c	Time_c	-0.0282134246144769	0.00242913269488231	500	446	7.71330621906316e-27	4.60461007622861e-26
G__Muribaculaceae.53	Time_c	Time_c	-0.0303010063598121	0.00261132340391873	500	235	8.47175288426617e-27	5.0068059546013e-26
S__Bacteroides__cutis	Time_c	Time_c	-0.0272922543762361	0.0023524221985942	500	315	8.61345659026428e-27	5.04015133153088e-26
G__Klebsiella	Time_c	Time_c	0.0445592737846396	0.00384490943371555	500	339	9.59872963188008e-27	5.56161687494228e-26
S__Bacteroides__caccae.2	Time_c	Time_c	-0.0320520690374565	0.00276872911692408	500	343	1.07052447007159e-26	6.14252390109038e-26
G__Bilophila.1	Time_c	Time_c	-0.0392330785531328	0.00339082425617618	500	352	1.12796720047601e-26	6.40989053347423e-26
G__Sutterella.10	Time_c	Time_c	-0.0392693583029211	0.00340039573831598	500	386	1.36109974699666e-26	7.66104714738118e-26
G__Roseburia.15	Time_c	Time_c	-0.0678144075345531	0.00592867256997738	500	339	3.4912311104623e-26	1.94652602479549e-25
G__Clostridia__UCG_014.11	Time_c	Time_c	-0.0363013649334152	0.00317971892112737	500	204	4.20673938832912e-26	2.32353549392758e-25
S__Bacteroides__stercoris.2	Time_c	Time_c	-0.028459647141257	0.00250400478579016	500	155	6.48981582665632e-26	3.55137143847582e-25
S__Bacteroides__coprocola	Time_c	Time_c	-0.0415358568889573	0.00366462659564558	500	166	8.4757184501252e-26	4.59555009543485e-25
G__Clostridia__UCG_014.58	Time_c	Time_c	-0.0414680088704093	0.00366271815475447	500	204	9.43515405045781e-26	5.06925094892779e-25
G__Enterococcus.4	Time_c	Time_c	0.0433347093526686	0.00383129757252916	500	205	1.03535655119134e-25	5.51257406985659e-25
G__Defluviitaleaceae__UCG_011	Time_c	Time_c	-0.0336046096756299	0.00297894122471919	500	256	1.33546541884891e-25	7.04696484410453e-25
S__Parabacteroides__distasonis.31	Time_c	Time_c	-0.0329713492143197	0.00292440988784537	500	298	1.40746469671084e-25	7.36116491819565e-25
S__Coprococcus__eutactus	Time_c	Time_c	-0.0311363050025845	0.00276265410596058	500	150	1.45723857800365e-25	7.55463157544e-25
F__Ruminococcaceae.12	Time_c	Time_c	-0.026710829047952	0.00237377256977659	500	476	1.69668827320162e-25	8.71950234314918e-25
F__Lachnospiraceae.20	Time_c	Time_c	-0.0346270383686095	0.00309208907622646	500	482	2.67696507197362e-25	1.36386754960035e-24
S__Bacteroides__ovatus.1	Time_c	Time_c	-0.0325046106545775	0.00291314841313771	500	395	3.77468597875803e-25	1.90670035337264e-24
S__Bacteroides__stercoris.5	Time_c	Time_c	-0.0334619120675183	0.00300621131081038	500	386	4.73865247739927e-25	2.37334204588387e-24
G__Weissella	Time_c	Time_c	0.0434132848917724	0.00395982273675998	500	195	1.93355319561908e-24	9.60277259336873e-24
G__Citrobacter.4	Time_c	Time_c	0.0447770577939359	0.00409383341929085	500	187	2.39810537054469e-24	1.18106689499326e-23
G__Eubacterium__coprostanoligenes__group.2	Time_c	Time_c	-0.036051266035035	0.00331304322348908	500	151	3.82863669818805e-24	1.87002007324722e-23
S__Bacteroides__uniformis.13	Time_c	Time_c	-0.031597383992181	0.00291572328487887	500	442	5.55560206107468e-24	2.69127935909437e-23
F__Lachnospiraceae.17	Time_c	Time_c	-0.0408707189119684	0.00379145695473367	500	178	8.93431905046624e-24	4.29283134863866e-23
G__Paraprevotella.10	Time_c	Time_c	-0.0368727674095609	0.00342315870345198	500	263	9.5569538421136e-24	4.55496751668479e-23
G__Ruminococcus.6	Time_c	Time_c	-0.0267659897031399	0.00249682810052009	500	347	1.46471440712654e-23	6.9251697168943e-23
S__Bacteroides__eggerthii	Time_c	Time_c	-0.0248572181899619	0.00232654333725704	500	470	1.96910535101002e-23	9.23604176545178e-23
S__Bacteroides__eggerthii.1	Time_c	Time_c	-0.0242906408324934	0.00227591754418752	500	290	2.16131218368517e-23	1.00577598469129e-22
G__Eubacterium__ventriosum__group	Time_c	Time_c	-0.0404569297907059	0.00379546065573309	500	172	2.41802539012825e-23	1.11644766059828e-22
F__Oscillospiraceae_005.1	Time_c	Time_c	-0.0308970119223648	0.0029283130869439	500	399	5.88560312442257e-23	2.69642747793313e-22
G__Dorea.2	Time_c	Time_c	-0.0208447917289158	0.0019828330939369	500	491	8.06867704502588e-23	3.66814471816177e-22
G__Eubacterium__coprostanoligenes__group.9	Time_c	Time_c	-0.0378642378974017	0.00360318205168166	500	196	8.34237618836085e-23	3.76362162390936e-22
S__Alistipes__inops	Time_c	Time_c	-0.0420033336540918	0.00400277936658355	500	253	9.43270847121286e-23	4.22328083824758e-22
G__Parasutterella.2	Time_c	Time_c	-0.0289852572460602	0.0027651862299314	500	298	1.03486359090612e-22	4.59852918966553e-22
G__Alistipes.1	Time_c	Time_c	-0.0256880920488597	0.00245794023394213	500	110	1.33460684878403e-22	5.88621378829373e-22
S__Parabacteroides__distasonis	Time_c	Time_c	-0.0382989284001259	0.00367395997529561	500	372	1.6584468545041e-22	7.26031178527352e-22
S__Roseburia__hominis.2	Time_c	Time_c	-0.0318187872937762	0.00305596602154271	500	85	1.83482393955331e-22	7.97338932555885e-22
S__Bacteroides__clarus.1	Time_c	Time_c	-0.0244079894217868	0.00235173742057756	500	291	2.40628696701833e-22	1.03804058212251e-21
S__Bacteroides__fragilis.3	Time_c	Time_c	-0.0410744674091454	0.00396016611306798	500	389	2.54305564591386e-22	1.0890912222718e-21
S__Bacteroides__ovatus.6	Time_c	Time_c	-0.031891126772073	0.00307980549098416	500	442	2.9194564891917e-22	1.24129409000885e-21
G__Clostridia__UCG_014.48	Time_c	Time_c	-0.0326376713277019	0.00315275117887832	500	249	2.9863988270563e-22	1.26068693342162e-21
S__Dialister__propionicifaciens	Time_c	Time_c	0.0367343629404936	0.00355255897602231	500	79	3.28846141336791e-22	1.37835510304995e-21
S__Bacteroides__ovatus	Time_c	Time_c	-0.0285751000811041	0.00276879767793647	500	339	3.86301853858768e-22	1.60777743401783e-21
S__Bacteroides__uniformis	Time_c	Time_c	-0.018184007348913	0.00176349971569986	500	496	4.15807080690353e-22	1.71847541739859e-21
S__Bacteroides__salyersiae.1	Time_c	Time_c	-0.0271556095827046	0.00263754732193137	500	261	4.71568780795275e-22	1.93539687118061e-21
G__Barnesiella.19	Time_c	Time_c	-0.0283713840130014	0.00278069473176717	500	219	9.97758597290032e-22	4.06672642067868e-21
G__Muribaculaceae.57	Time_c	Time_c	-0.0289763424178419	0.00284034282654762	500	271	1.0080847242979e-21	4.08067172643877e-21
G__NK4A214__group.3	Time_c	Time_c	-0.0253236092491276	0.00249519212599512	500	435	1.54086581889563e-21	6.19490951678446e-21
S__Alistipes__sp..2	Time_c	Time_c	-0.0389137265218533	0.00383972909695017	500	349	1.73062846238881e-21	6.91082041399856e-21
G__Sutterella.15	Time_c	Time_c	-0.0294463878201692	0.00291798455305321	500	412	2.44599203097659e-21	9.70188785441052e-21
G__Bacteroides.2	Time_c	Time_c	-0.0198792265843222	0.00197235112511456	500	189	2.70114820289786e-21	1.06425239194176e-20
S__Bacteroides__massiliensis.1	Time_c	Time_c	-0.036498447403824	0.0036226488951625	500	355	2.78626340714754e-21	1.08334320633171e-20
S__Ruminococcus__bicirculans.2	Time_c	Time_c	-0.0342702707447414	0.00340125150142239	500	151	2.7704608476116e-21	1.08334320633171e-20
F__Lachnospiraceae.38	Time_c	Time_c	-0.0350358399783382	0.00348542490610872	500	355	3.34802507563659e-21	1.29325674490276e-20
G__Paraprevotella	Time_c	Time_c	-0.0313335680182294	0.00312255527325516	500	167	3.85048853345164e-21	1.4776874826428e-20
S__Bacteroides__plebeius.1	Time_c	Time_c	-0.0381803871440409	0.00381825054168753	500	212	5.09617666938693e-21	1.9431228461985e-20
G__Blautia.37	Time_c	Time_c	-0.0223265523799672	0.00224892419518708	500	138	9.01837048519123e-21	3.41657497227437e-20
G__Phascolarctobacterium.3	Time_c	Time_c	-0.0200096674822541	0.00201728689156644	500	102	9.65207479746776e-21	3.63336064032067e-20
S__Alistipes__finegoldii	Time_c	Time_c	-0.0341340734332442	0.00344484200707221	500	315	1.04775460750183e-20	3.91913274071886e-20
S__Bacteroides__cellulosilyticus.2	Time_c	Time_c	-0.0231518106329272	0.00233704291830367	500	203	1.06697520101211e-20	3.96592669055443e-20
S__Phascolarctobacterium__faecium.2	Time_c	Time_c	-0.0342073527480387	0.0034573272111054	500	371	1.1761264085187e-20	4.34431692146593e-20
G__Ruminococcus.13	Time_c	Time_c	-0.0228620322795291	0.00232111099380906	500	150	1.67302038171523e-20	6.14133568691739e-20
G__Eubacterium__ruminantium__group.2	Time_c	Time_c	-0.0417041847734806	0.00424346511903616	500	220	1.98637363843026e-20	7.24658531056965e-20
S__Lactobacillus__gasseri	Time_c	Time_c	0.0451192640734348	0.00459516220159458	500	137	2.13248621300925e-20	7.73189786434644e-20
G__Faecalibacterium	Time_c	Time_c	-0.0283762310421371	0.00289033345610704	500	325	2.15326657128661e-20	7.75963746116089e-20
S__Lactobacillus__mucosae	Time_c	Time_c	0.0294800965772284	0.00302089852220203	500	99	3.42370207718268e-20	1.22630783491816e-19
S__Bacteroides__xylanisolvens	Time_c	Time_c	-0.0342707032213509	0.00352953943957017	500	394	5.03032326716046e-20	1.78146355460569e-19
S__Firmicutes__bacterium.1	Time_c	Time_c	-0.0325184000025394	0.00334910117358691	500	304	5.0339156280736e-20	1.78146355460569e-19
G__Prevotella.20	Time_c	Time_c	0.0340207239678303	0.00351087846168329	500	282	5.86441684518531e-20	2.06301806875269e-19
S__Bacteroides__plebeius.5	Time_c	Time_c	-0.025929225017973	0.0026794218090726	500	144	6.4879803974744e-20	2.26887361828839e-19
G__Clostridia__UCG_014.20	Time_c	Time_c	-0.025514958582155	0.00266100304618677	500	141	1.29578834197802e-19	4.50477005946477e-19
S__Bacteroides__fragilis.4	Time_c	Time_c	-0.0244726606869799	0.00255699651368113	500	160	1.4859185077137e-19	5.13554291262453e-19
G__Paraprevotella.6	Time_c	Time_c	-0.0273108782125357	0.00285811288482469	500	96	1.6733777545679e-19	5.74980379621876e-19
G__Muribaculaceae.60	Time_c	Time_c	-0.0246070974301615	0.00257912215068608	500	202	1.87528744443064e-19	6.40632878415321e-19
G__Eubacterium__xylanophilum__group	Time_c	Time_c	-0.034324781324223	0.00360158461928331	500	197	2.03298417070572e-19	6.90513589015564e-19
S__Sutterella__wadsworthensis	Time_c	Time_c	-0.0332053033202	0.00353329164760503	500	401	5.65868779182776e-19	1.91101970569726e-18
G__Eubacterium__xylanophilum__group.2	Time_c	Time_c	-0.0479723284554323	0.00512223972799087	500	388	7.25368957974456e-19	2.43575598956195e-18
S__Bacteroides__fragilis.1	Time_c	Time_c	-0.0310421011770814	0.00332933020876159	500	328	9.98136653392262e-19	3.33276136810637e-18
G__Agathobacter	Time_c	Time_c	-0.0226454438246757	0.00243414695414096	500	144	1.16830770574018e-18	3.87904412411487e-18
G__Paraprevotella.5	Time_c	Time_c	-0.032548419831244	0.00350637260962411	500	347	1.36717635587533e-18	4.51397333140962e-18
S__Parabacteroides__distasonis.26	Time_c	Time_c	-0.0290774428809453	0.00313320307665697	500	324	1.39059696483852e-18	4.56579336788649e-18
G__Erysipelotrichaceae__UCG_003.3	Time_c	Time_c	-0.0352895280636425	0.00380354651603884	500	381	1.41587882468245e-18	4.6231181513112e-18
S__Bacteroides__plebeius.2	Time_c	Time_c	-0.0241068690774475	0.00260784424888799	500	184	1.83559140259021e-18	5.96062922489457e-18
G__Klebsiella.3	Time_c	Time_c	0.0258202251160679	0.00279423471157277	500	170	1.88438943809292e-18	6.08565113613616e-18
O__Bacteroidales.3	Time_c	Time_c	0.0341685149054091	0.00371793901219117	500	139	2.76250367072077e-18	8.87304168149987e-18
G__Barnesiella.5	Time_c	Time_c	-0.023536409848084	0.00257417658741007	500	230	3.94023941956196e-18	1.25874675511412e-17
G__Bacteroides.4	Time_c	Time_c	-0.0246315060292339	0.00269923438068767	500	177	4.51115147292569e-18	1.43338200026833e-17
G__CAG_352	Time_c	Time_c	-0.0236810801263056	0.00259631299576764	500	97	4.66090019986312e-18	1.47304385995674e-17
G__Citrobacter.2	Time_c	Time_c	0.0349411064246568	0.00384044420181645	500	158	5.5375130854407e-18	1.74078203909333e-17
G__Paraprevotella.9	Time_c	Time_c	-0.0239352438249888	0.00263293632474912	500	235	5.85903873793593e-18	1.83211211329108e-17
G__Muribaculaceae.44	Time_c	Time_c	-0.0192936893505389	0.00213585352064347	500	176	9.02482393987287e-18	2.80719523603414e-17
S__Bacteroides__ovatus.5	Time_c	Time_c	-0.024102573783898	0.00269484699943597	500	469	1.76013473522653e-17	5.44628077758575e-17
G__Clostridia__vadinBB60__group	Time_c	Time_c	-0.0262787096355294	0.00293886192799576	500	218	1.78859336801525e-17	5.50551396092195e-17
G__Paraprevotella.2	Time_c	Time_c	-0.0197914324448332	0.00223509224001852	500	79	3.41331906555643e-17	1.04521842888282e-16
G__Alistipes.7	Time_c	Time_c	-0.0250711594987219	0.00284571326998537	500	172	4.75174482597206e-17	1.44756762481932e-16
G__Bacteroides.7	Time_c	Time_c	-0.0194448695227443	0.00220735982963065	500	170	4.78847128406847e-17	1.45127514301768e-16
G__Roseburia.2	Time_c	Time_c	-0.0225957752036963	0.00256823140967518	500	61	5.19064737173544e-17	1.56513907994676e-16
G__Clostridia__UCG_014.56	Time_c	Time_c	-0.0180721836996355	0.00206430777454292	500	116	7.15683278266632e-17	2.1470498347999e-16
S__Bacteroides__intestinalis.1	Time_c	Time_c	-0.0226456410225521	0.00258803553787324	500	232	7.39608466736247e-17	2.2076192113188e-16
S__Bacteroides__nordii.1	Time_c	Time_c	-0.0283200218083432	0.00326341519882376	500	300	1.25514972322757e-16	3.72760545943464e-16
G__Paraprevotella.1	Time_c	Time_c	-0.0292646899980068	0.00339874390688796	500	337	2.05554409908035e-16	6.07413281278243e-16
G__Clostridia__UCG_014.21	Time_c	Time_c	-0.0245831104927455	0.00285670598295441	500	220	2.13232348851355e-16	6.26966757070402e-16
O__Bacteroidales.1	Time_c	Time_c	0.021605459705818	0.00251487539696349	500	138	2.36671405105009e-16	6.9243960602505e-16
