feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np0122	-11.1390593512206	-7.08461156719821	-17.9648879574086	-8.48194706474359	-17.4392911680949	-18.6943578872215	-12.2545365686405	-12.0321441473041	-12.5175709744743	-8.73097461258351	-2.07670180686344	-16.8818468512374	-10.3159371133047	-13.2545365686405	-5.90876173179879	-11.8394990693617	-19.5160539399953	-18.5202426739746	-9.8853027589748	-8.21014244928206	-18.4354667979437	-8.73097461258351	-10.6695740679194	-5.67962773258328	-8.44718164658291	-11.5175709744743	-11.0321441473041	-9.63004570373272	-13.2545365686405	-5.85365713235833	-13.8394990693617	-11.6695740679194	-6.29260460947404	-6.41743430318886	-19.1439162732725	-10.1956428795869	-11.3800674507244	-18.3791414185299	-13.8394990693617	-3.77475630461142	-14.8394990693617	-13.8394990693617	-19.1027753967423	-10.1390593512206	-10.1956428795869	-12.8394990693617	-12.5175709744743	-13.8394990693617	-18.9648879574086	-7.50858219124706	-8.38006745072438	-13.2545365686405	-12.2545365686405	-8.73097461258351	-6.40070721678341	-12.8394990693617	-11.5175709744743	-11.8394990693617	-19.1611220392346	-10.3159371133047	-12.8394990693617	-10.7520362281113	-18.1439162732725	-7.05159650997024	-8.59157155591809	-12.8394990693617	-13.8394990693617	-10.6695740679194	-10.2545365686405	-9.11157861479847	-1.65990093851184	-11.2545365686405	-5.94468130605373	-3.92660973313171	-18.6592085149264	-12.8394990693617	-5.76803670680505	-11.1390593512206	-8.9815180742341	-8.44718164658291	-18.5482424388053	-18.1477514775078	-6.59157155591809	-5.97222032965201	-8.38006745072438	-18.6592085149264	-12.2545365686405	-19.1611220392346	-4.52548236546032	-5.69229414441944	-13.8394990693617	-6.23216875561206	-8.57271252866677	-12.8394990693617	-11.3800674507244	-10.6695740679194	-10.1956428795869	-18.7398201567927	-14.8394990693617	-19.6192062202956	-18.4849487344682	-8.28491021768404	-14.8394990693617	-7.39655557351294	-18.4668093519586
np0123	-10.7017844426363	-3.78951451036897	-17.9648879574086	-8.03620348170683	-7.83866624905665	-18.6943578872215	-12.2378373428765	-12.9748029370427	-11.7524105157062	-17.7604210873886	-4.86976746634439	-12.1003338191265	-9.33094674726796	-12.7524105157062	-5.1106167923884	-17.5323711460796	-19.5160539399953	-13.5597654377638	-6.69867853176845	-21.5160539399953	-18.4354667979437	-8.36994087888382	-10.7017844426363	-6.33817831649903	-13.9748029370427	-14.5597654377638	-11.5597654377638	-7.38483975526316	-18.129283016945	-7.53185944119395	-17.7361574621684	-14.5597654377638	-4.15143569699645	-6.76534957141373	-19.1439162732725	-10.4304824208189	-12.3898404363215	-14.5597654377638	-8.38984043632153	-5.78333240531911	-17.431970894603	-12.5597654377638	-19.1027753967423	-12.9748029370427	-13.5597654377638	-18.6943578872215	-18.4819570601872	-12.7524105157062	-13.9748029370427	-6.2537037483355	-7.16316065658198	-14.5597654377638	-13.9748029370427	-9.7268754235991	-7.35519429351463	-9.03620348170683	-15.5597654377638	-11.2378373428765	-19.1611220392346	-12.5597654377638	-17.846702404935	-10.6528748421553	-13.9748029370427	-9.35031207213489	-9.10033381912654	-18.4392911680949	-12.1003338191265	-13.5597654377638	-18.3552564508737	-8.26514468887221	-8.26514468887221	-8.06791234143416	-10.4304824208189	-0.720758537424401	-5.68018218815106	-17.687608057609	-21.5160539399953	-17.0733884685424	-6.45385692919268	-5.56399828688604	-18.5482424388053	-18.1477514775078	-7.12097358518558	-18.6583509692635	-10.6528748421553	-18.6592085149264	-19.6192062202956	-19.1611220392346	-7.86627848026451	-9.13350068306174	-18.6924724781975	-8.84551992009772	-8.71427538681946	-12.9748029370427	-18.4819570601872	-13.2378373428765	-9.25598468958674	-18.7398201567927	-11.1674480149851	-19.6192062202956	-12.1003338191265	-12.3898404363215	-12.9748029370427	-8.85932571962275	-18.4668093519586
np0124	-11.5308939811939	-5.43205207781309	-9.90940560444765	-5.35942846167583	-11.231333699335	-7.31844436310505	-9.14387085808468	-10.1869395799766	-12.9094056044477	-15.231333699335	-1.47071769617873	-9.50341324477181	-8.53089398119392	-12.0614086978927	-5.8650114850892	-11.5308939811939	-13.6463711986139	-10.4764461971715	-6.21174297097713	-9.16524450887724	-10.2771373889481	-7.17605126383382	-11.9094056044477	-5.69800396702918	-8.44997398581035	-10.5308939811939	-11.6463711986139	-8.41115473691983	-11.6463711986139	-6.27133176726693	-12.231333699335	-10.8390162765563	-7.49662407910917	-6.68058691395177	-13.231333699335	-15.231333699335	-9.23133369933501	-11.5308939811939	-13.231333699335	-5.04398162613452	-14.231333699335	-13.6463711986139	-13.231333699335	-9.32444310372649	-9.58747750956029	-11.1438708580847	-13.6463711986139	-12.6463711986139	-13.6463711986139	-9.47644619717154	-9.08158657983033	-9.707771743278	-12.6463711986139	-8.51708818166889	-6.12804589092299	-11.6463711986139	-10.3733527042074	-18.4544358573167	-19.1611220392346	-11.7719020806977	-17.846702404935	-10.9094056044477	-11.231333699335	-4.46812133252061	-9.32444310372649	-18.4392911680949	-9.77190208069772	-12.231333699335	-12.9094056044477	-6.17063776764746	-6.23133369933501	-9.08158657983033	-6.85629426798809	-3.22465698402603	-18.6592085149264	-11.6463711986139	-6.37335270420744	-10.3733527042074	-4.97276766544508	-5.55009528755721	-14.231333699335	-18.1477514775078	-6.50681984621506	-3.69411529879642	-6.37958465791896	-14.231333699335	-12.231333699335	-12.6463711986139	-6.04645835642673	-6.00011251862383	-11.7719020806977	-9.707771743278	-7.9004168212204	-19.0272850912691	-9.83901627655625	-7.58028200815609	-7.14387085808467	-10.0614086978927	-10.707771743278	-15.231333699335	-8.5448331721518	-9.707771743278	-9.87378169471693	-8.32444310372649	-15.231333699335
np0125	-8.37658112804851	-4.39576301751241	-14.4169953964944	-7.92223070474484	-14.2914645144106	-18.6943578872215	-10.0309369641873	-12.5910247962695	-19.1439162732725	-6.41035055373546	-2.55214097107541	-10.6866024562517	-8.24343181798876	-13.9695364195232	-5.4543622489589	-14.5544989202444	-16.8764270151317	-18.5202426739746	-13.3528650590747	-8.62612859722538	-5.35998828052377	-8.5321311072159	-9.74200069491079	-4.98844488207326	-8.8512874528532	-10.8877423283595	-10.1969469156263	-9.57721899674443	-13.8764270151317	-6.69155167222343	-16.2914645144106	-11.6669736495028	-7.56581423347219	-8.47982223394986	-19.1439162732725	-9.55901440136684	-14.8764270151317	-8.16046502487657	-10.7471439981867	-8.34115163851091	-11.8991470916318	-11.9222307047448	-19.1027753967423	-12.2914645144106	-8.51667745480938	-12.9695364195232	-5.15084773471211	-13.232570825357	-16.2914645144106	-8.81843529237254	-7.2802372589873	-15.8764270151317	-14.2914645144106	-10.2040016731602	-7.76268484908252	-11.2182155323799	-9.20754203086547	-10.0372232270348	-19.1611220392346	-11.3065714068008	-12.5544989202444	-8.62612859722538	-16.8764270151317	-3.47922034471326	-8.57036532570337	-11.6669736495028	-14.8764270151317	-11.9222307047448	-9.17252344168705	-5.66545133740532	-13.7065020136894	-9.72160890607961	-4.46796458224734	-1.7054261857047	-18.6592085149264	-13.1759872969906	-6.17036274779674	-11.6096404744368	-11.3372682040237	-10.2253753239528	-12.4501622604296	-18.1477514775078	-7.93244710078797	-12.4501622604296	-7.77182826156734	-14.5544989202444	-13.9695364195232	-19.1611220392346	-4.06997808726835	-5.53992045532146	-11.2470703950521	-9.15191316201176	-9.24343181798876	-11.7065020136894	-11.0820111487816	-11.7889641738814	-9.60964047443681	-13.6284995016881	-15.0690720930741	-19.6192062202956	-18.4849487344682	-10.0060622955483	-16.2914645144106	-6.84644966854213	-18.4668093519586
np0126	-11.6176460182393	-7.37394309065745	-9.4125315883347	-6.51610799177725	-11.980216097624	-18.6943578872215	-2.48965169726292	-18.0189119165308	-9.43001901506354	-17.7604210873886	-3.60766192966669	-9.08713130154053	-5.11868603541537	-11.0326835175182	-3.71644389473331	-14.2026085189605	-14.7875710196816	-12.6176460182393	-4.32302526934768	-21.5160539399953	-10.232982168004	-6.59281416525937	-12.6176460182393	-8.84505651434238	-14.7875710196816	-10.0326835175182	-10.7875710196816	-4.14281342716536	-11.1437148299069	-6.13472604667964	-17.7361574621684	-12.4656429247943	-8.85683368211873	-5.90035040421324	-19.1439162732725	-9.92959002455405	-10.5021688008194	-11.8806804240731	-10.6582880027367	-3.63212028836948	-15.7875710196816	-18.9310914392741	-14.7875710196816	-7.24841220857359	-9.5977464608016	-18.6943578872215	-13.7875710196816	-9.65828800273665	-15.7875710196816	-11.7001081784313	-8.76520320665317	-9.70010817843128	-11.7875710196816	-7.49295027078999	-7.75414801814417	-10.7431769003232	-14.7875710196816	-7.67904656290345	-13.4656429247943	-9.92959002455405	-17.846702404935	-8.62769968290323	-9.74317690032317	-8.37818008354392	-8.31996546959862	-18.4392911680949	-10.8333747092947	-12.2026085189605	-18.3552564508737	-5.86870778240703	-5.73636207876686	-6.9964081311266	-7.64291277684974	-2.59066157714048	-6.48379027150452	-17.687608057609	-21.5160539399953	-10.539643506238	-9.26400906362461	-4.11337875153594	-14.7875710196816	-18.1477514775078	-5.66992791829253	-18.6583509692635	-9.05965056511842	-15.7875710196816	-13.2026085189605	-10.4656429247943	-6.93270263642138	-8.79888633290946	-18.6924724781975	-10.2026085189605	-10.4656429247943	-12.2026085189605	-10.006211306157	-7.70010817843128	-9.00621130615696	-18.7398201567927	-10.0596505651184	-19.6192062202956	-10.232982168004	-11.2026085189605	-10.7431769003232	-9.24841220857359	-18.4668093519586
np0128	-18.4462271471724	-5.46665307298926	-9.92744082054442	-5.31577999843247	-17.4392911680949	-18.6943578872215	-10.4779932904797	-18.0189119165308	-19.1439162732725	-17.7604210873886	-1.45235034541843	-8.67272168292263	-7.30483354543813	-18.0467296909277	-4.42611149878155	-12.019887069309	-15.5223874098382	-9.15898267897467	-4.27782536148101	-21.5160539399953	-18.4354667979437	-6.02853196059737	-10.6810851558573	-5.73557326622143	-10.3391655857824	-9.86894517123427	-10.5995552703607	-9.55276105888171	-18.129283016945	-6.59658574264146	-12.6479182919221	-17.6240100514525	-7.6035241725636	-6.15170000303098	-7.20497479607332	-14.2999949885017	-9.39310439289323	-11.5527610588817	-11.5527610588817	-5.47027225341569	-17.431970894603	-11.8594223971158	-19.1027753967423	-9.0629557912009	-9.31944735116792	-9.44913842780756	-12.0629557912009	-11.6154968142297	-14.785421815672	-18.4544358573167	-7.47799329047974	-12.1073499105593	-12.2999949885017	-6.97935558958296	-6.72040966523504	-10.7150324877806	-10.9576027910547	-13.2999949885017	-6.7508979403376	-10.8035691623822	-17.846702404935	-9.0849820975309	-11.6810851558573	-7.6602666843497	-8.10172536136547	-18.4392911680949	-9.65613879872702	-12.7150324877806	-11.6810851558573	-7.70433788698435	-12.2999949885017	-7.28080142326843	-5.67637473797128	-4.38155763906519	-18.6592085149264	-11.5837879545023	-5.69902016979196	-9.42084938337613	-4.90308445442251	-9.15898267897467	-13.6479182919221	-13.019887069309	-3.78035873565853	-18.6583509692635	-6.35999608108129	-13.785421815672	-11.019887069309	-15.1073499105593	-4.96556206888835	-5.22432484211918	-13.785421815672	-7.40344633711469	-13.1073499105593	-19.0272850912691	-13.5223874098382	-8.6195098767363	-6.93993176472761	-18.7398201567927	-12.2999949885017	-19.6192062202956	-8.8641759270864	-11.4634937207846	-10.0520674750582	-5.39740453032685	-15.5223874098382
np0133	-9.62067804213541	-5.73345742666702	-11.6206780421354	-3.80890198680875	-11.0971160860784	-14.6206780421354	-9.71378744652689	-18.0189119165308	-19.1439162732725	-17.7604210873886	-1.16998227056249	-6.01149930399343	-7.61505349294153	-11.3727505286918	-6.29424855501311	-11.8133231200778	-12.6206780421354	-18.5202426739746	-7.55458885167764	-21.5160539399953	-18.4354667979437	-8.36329019944276	-18.6095178401463	-8.26312603751733	-9.89275758757221	-10.0660891904578	-10.298749947248	-7.59277204556553	-10.3727505286918	-7.37275052869182	-17.7361574621684	-9.39185935163953	-7.28528768744148	-6.71078495836537	-19.1439162732725	-17.8543286673737	-17.9865309296644	-11.5332152008851	-10.576283922777	-4.92371051590112	-10.3352758232732	-12.298749947248	-19.1027753967423	-17.6755849574782	-9.59831022910696	-18.6943578872215	-18.4819570601872	-11.7137874465269	-13.6206780421354	-9.76269704700784	-6.5955384798569	-9.11288340193671	-13.6206780421354	-12.298749947248	-6.19022549046988	-9.89275758757221	-7.42592118771316	-18.4544358573167	-14.6206780421354	-13.0357155414143	-17.846702404935	-12.6206780421354	-13.0357155414143	-7.83931832861075	-9.71378744652689	-9.68994070457252	-10.9768218523607	-10.6664817317485	-9.19441328743331	-6.10497820385137	-7.58175905284311	-11.9202383239943	-6.18813614174715	-4.57628392277696	-10.9768218523607	-10.8133231200778	-21.5160539399953	-10.1944132874333	-6.12282620518429	-5.0423053507746	-18.5482424388053	-18.1477514775078	-7.43085348325539	-18.6583509692635	-4.59001090588847	-14.0357155414143	-19.6192062202956	-19.1611220392346	-4.01612481305637	-4.72056597915795	-18.6924724781975	-8.47093092263073	-8.0892965816191	-19.0272850912691	-12.8133231200778	-8.28976116402079	-8.32605729324378	-15.6206780421354	-11.298749947248	-19.6192062202956	-6.37988670997345	-9.57628392277696	-11.1612464234981	-7.16124642349811	-18.4668093519586
np0136	-11.9503857865425	-7.11580939574984	-14.857276382151	-7.78046078510015	-17.4392911680949	-18.6943578872215	-13.857276382151	-10.2134201923763	-19.1439162732725	-8.01807259405404	-2.51812229121892	-10.857276382151	-11.1568366640099	-18.0467296909277	-6.82660924590404	-13.2723138814298	-14.2723138814298	-18.5202426739746	-7.90308007176411	-7.78581401959436	-18.4354667979437	-9.59048984145608	-18.6095178401463	-4.72799336520602	-7.6923694554753	-12.5353482872636	-10.727993365206	-10.0759166686263	-13.2723138814298	-7.10908353256152	-9.97463333278914	-12.6873513807087	-7.70245827309888	-7.67736729213605	-12.5353482872636	-17.8543286673737	-10.727993365206	-18.3791414185299	-14.2723138814298	-3.57795599420837	-12.0499214600934	-14.857276382151	-19.1027753967423	-10.857276382151	-10.9992953870234	-13.2723138814298	-18.4819570601872	-14.2723138814298	-15.857276382151	-15.857276382151	-8.37346060488673	-11.4649589593722	-12.6873513807087	-8.41433288630225	-7.75398857373896	-11.2134201923763	-10.2425665380358	-11.857276382151	-13.857276382151	-13.2723138814298	-17.846702404935	-11.9503857865425	-18.1439162732725	-5.7087997999727	-8.28742077382003	-13.2723138814298	-12.3978447635137	-11.6873513807087	-13.2723138814298	-8.19906489939919	-8.83490856912253	-8.16378942465166	-7.81835739285868	-2.15586161381936	-18.6592085149264	-11.333714426094	-5.58581335424661	-11.7698135409006	-11.333714426094	-7.81835739285868	-11.7698135409006	-18.1477514775078	-7.23522456269461	-9.85727638215098	-4.4378428314456	-18.6592085149264	-19.6192062202956	-15.857276382151	-4.21251878963473	-5.41329683954973	-18.6924724781975	-9.11580939574984	-9.31811757104295	-19.0272850912691	-11.0499214600934	-2.39273063181704	-9.18485104017949	-18.7398201567927	-17.786116445496	-19.6192062202956	-18.4849487344682	-8.35743049506778	-12.5353482872636	-6.76451924123113	-18.4668093519586
np0137	-10.4203160985851	-4.300352096947	-9.63932588052689	-5.79445293733024	-11.5700632180898	-9.07021733100657	-8.66919641010903	-11.4001382166475	-11.4407802011448	-17.7604210873886	-1.6290156117492	-9.98510071736862	-8.58706964339547	-12.2481351232024	-4.9448109963429	-11.0154743664121	-12.9851007173686	-12.5700632180898	-6.67373081417984	-8.69969849850637	-9.82859623168863	-8.04650126203276	-15.5700632180898	-4.86443083072836	-10.1437984633877	-9.88356269090656	-11.3221357046462	-7.94435437502531	-12.0465012620328	-5.79280790289785	-11.3606098524608	-10.8151757159263	-7.3079683727196	-5.71909506710734	-14.9851007173686	-13.9851007173686	-11.0154743664121	-11.9851007173686	-10.2481351232024	-4.73204115978523	-17.431970894603	-13.1106315994525	-14.2481351232024	-9.92620702831505	-7.04258621202938	-10.737173203925	-12.1106315994525	-12.2481351232024	-15.5700632180898	-13.7627082960322	-8.84214276352658	-10.0154743664121	-12.177745795311	-7.60716721275252	-6.87657626059045	-9.71208222296221	-12.0465012620328	-18.4544358573167	-15.5700632180898	-11.4407802011448	-13.1106315994525	-11.2846609992275	-11.8151757159263	-4.93979609306301	-8.44078020114481	-15.5700632180898	-10.7120822229622	-12.3221357046462	-12.177745795311	-6.30327667739488	-5.45567016322247	-8.31739778563953	-6.44723522328211	-2.57182539620173	-18.6592085149264	-11.9262070283151	-6.695081870436	-10.127119722241	-6.31149718419984	-5.15696423317451	-13.7627082960322	-13.7627082960322	-6.68284260262139	-6.85925678439043	-5.46480943838889	-13.4001382166475	-12.0465012620328	-13.5700632180898	-6.49458406860176	-6.22465797137198	-15.5700632180898	-9.3412445275939	-9.53664021655233	-19.0272850912691	-9.55883596266652	-8.13543499045305	-8.03478784146897	-11.6158669077029	-11.7120822229622	-13.7627082960322	-8.80187889331285	-8.37530636366753	-10.4407802011448	-8.9480113986334	-18.4668093519586
np0138	-11.3492161722229	-4.77401063795568	-12.8517165127521	-7.92888437327453	-12.6293240914156	-13.4366790134732	-11.9772473948359	-11.1147509185859	-13.4366790134732	-12.2667540120309	-2.696687498789	-11.5297884178647	-11.1887515000296	-18.0467296909277	-6.81462719401685	-17.5323711460796	-19.5160539399953	-10.6293240914156	-7.43667901347322	-9.07912700885514	-18.4354667979437	-9.94482591714355	-18.6095178401463	-3.73667286259036	-9.55403596411138	-12.1147509185859	-11.0443615906945	-10.3492161722229	-12.8517165127521	-6.33077050490207	-12.8517165127521	-11.5297884178647	-7.54793576457496	-7.28693189396854	-19.1439162732725	-17.8543286673737	-9.18875150002964	-18.3791414185299	-13.4366790134732	-5.17811297958329	-17.431970894603	-18.9310914392741	-19.1027753967423	-10.7928228236985	-9.94482591714355	-13.4366790134732	-14.4366790134732	-15.4366790134732	-18.9648879574086	-6.19827427414814	-9.5297884178647	-14.4366790134732	-15.4366790134732	-8.39228489411477	-6.49123517709531	-13.1147509185859	-11.5297884178647	-15.4366790134732	-15.4366790134732	-11.9772473948359	-13.4366790134732	-11.0443615906945	-18.1439162732725	-6.47089472881114	-8.77846753072143	-14.4366790134732	-12.6293240914156	-12.6293240914156	-12.6293240914156	-8.40325601193577	-5.9854679016409	-11.4366790134732	-7.30739599652826	-1.82969554310571	-18.6592085149264	-10.7928228236985	-5.97519956618707	-11.6293240914156	-6.42545175804997	-6.38411096266907	-15.4366790134732	-18.1477514775078	-7.35986341642239	-2.3407875501523	-7.75719891396778	-13.8517165127521	-19.6192062202956	-19.1611220392346	-5.47812629804221	-6.42545175804997	-13.8517165127521	-7.59118896252885	-8.9937355176245	-15.4366790134732	-11.5297884178647	-8.59118896252885	-10.6817915113098	-13.8517165127521	-13.8517165127521	-19.6192062202956	-10.7928228236985	-10.0104142587711	-18.1166993110972	-7.85171651275207	-18.4668093519586
np0141	-10.5801077880948	-9.2697676674826	-11.0540389764272	-7.58733935732583	-10.0946809609245	-18.6943578872215	-9.93856175900723	-12.6390014771483	-19.1439162732725	-17.7604210873886	-4.92132505408193	-12.2239639778695	-10.7645323592322	-18.0467296909277	-6.04156962446495	-12.9020358829821	-19.5160539399953	-18.5202426739746	-14.2239639778695	-21.5160539399953	-10.4166090558119	-13.2239639778695	-18.6095178401463	-10.9020358829821	-17.6943578872215	-9.90203588298212	-8.83164655509072	-8.55153863589798	-18.129283016945	-7.58733935732583	-17.7361574621684	-17.6240100514525	-4.13517573915257	-6.82735919668762	-19.1439162732725	-11.5235242597284	-17.9865309296644	-18.3791414185299	-15.2239639778695	-4.88522759529556	-17.431970894603	-12.0540389764272	-15.2239639778695	-17.6755849574782	-11.9020358829821	-12.0540389764272	-18.4819570601872	-12.6390014771483	-18.9648879574086	-18.4544358573167	-7.35359925828608	-15.2239639778695	-15.2239639778695	-12.2239639778695	-5.40538180038862	-9.20159616484102	-17.9797712684366	-18.4544358573167	-19.1611220392346	-12.0540389764272	-17.846702404935	-11.9020358829821	-18.1439162732725	-9.05403897642717	-9.55153863589798	-18.4392911680949	-14.2239639778695	-12.2239639778695	-13.2239639778695	-8.62405113568235	-6.17139592706533	-11.2239639778695	-6.09210701726069	-1.86256844470359	-18.6592085149264	-17.687608057609	-21.5160539399953	-11.1365011366191	-10.2697676674826	-7.00964485706871	-12.4166090558119	-18.1477514775078	-9.46907647570601	-1.20098938949719	-7.462412745425	-13.2239639778695	-12.6390014771483	-19.1611220392346	-5.9247559594822	-6.60925413375427	-18.6924724781975	-10.2697676674826	-18.129283016945	-12.0540389764272	-18.4819570601872	-8.79769922316738	-9.29322664030659	-18.7398201567927	-17.786116445496	-15.2239639778695	-10.179569858511	-10.317073382261	-14.2239639778695	-11.0540389764272	-18.4668093519586
np0147	-18.4462271471724	-5.57517389547898	-12.3278332967503	-5.51405210553329	-11.9127957974715	-8.84670660701371	-9.82533295622114	-11.9127957974715	-12.9127957974715	-11.9127957974715	-1.18679056634289	-9.32783329675033	-12.1054408754139	-11.7428707960292	-5.69847667667072	-11.9127957974715	-12.1054408754139	-14.9127957974715	-6.29074397801511	-8.26893960769676	-18.4354667979437	-8.46985230162275	-18.6095178401463	-5.47816756983476	-9.45336417883419	-11.4533641788342	-11.9127957974715	-10.2689396076968	-10.9127957974715	-6.21930883997216	-9.70334243184253	-12.3278332967503	-7.95859948708461	-5.73040144406695	-19.1439162732725	-17.8543286673737	-9.45336417883419	-12.9127957974715	-12.3278332967503	-4.64366911832207	-17.431970894603	-12.5908677025841	-13.9127957974715	-9.95859948708461	-9.35820694579385	-11.4533641788342	-12.1054408754139	-18.6943578872215	-12.3278332967503	-18.4544358573167	-8.52047837469272	-10.6648682840279	-11.9127957974715	-7.71312345263512	-5.78609132462829	-10.7428707960292	-11.9127957974715	-18.4544358573167	-19.1611220392346	-12.3278332967503	-17.846702404935	-13.3278332967503	-12.3278332967503	-4.7605109551649	-8.5552437928534	-13.9127957974715	-10.2689396076968	-17.7069141533982	-12.9127957974715	-6.35055337325041	-5.56849988955567	-9.6648682840279	-6.70822465322228	-2.9861291681242	-18.6592085149264	-10.157908295308	-6.7886744856423	-11.1054408754139	-6.4010431437041	-6.66962181399853	-14.9127957974715	-18.1477514775078	-7.30546548372187	-7.61817504857986	-6.03627885090648	-18.6592085149264	-19.6192062202956	-19.1611220392346	-5.2054366653906	-6.10222416273034	-11.4533641788342	-8.59086770258412	-8.86840167811303	-19.0272850912691	-10.2689396076968	-6.7378701149708	-10.4533641788342	-10.9127957974715	-10.6648682840279	-19.6192062202956	-9.00590520186296	-8.6839771069756	-10.7428707960292	-8.43706236650509	-18.4668093519586
np0149	-18.4462271471724	-8.79192977521676	-17.9648879574086	-4.80492449475021	-10.1123140550388	-18.6943578872215	-8.27550422245237	-18.0189119165308	-19.1439162732725	-17.7604210873886	-0.363107853304526	-13.0742460142053	-11.0153523251517	-18.0467296909277	-4.48428283242575	-11.2162650190777	-19.5160539399953	-18.5202426739746	-17.8816397677299	-21.5160539399953	-18.4354667979437	-16.6592085149264	-18.6095178401463	-17.7069815832335	-17.6943578872215	-15.3372804200391	-15.0742460142053	-8.65077989285584	-10.5402674422029	-8.18550276530701	-17.7361574621684	-17.6240100514525	-14.4892835134841	-6.78192438140323	-19.1439162732725	-17.8543286673737	-17.9865309296644	-11.9867831729549	-14.1997768962891	-6.07424601420527	-17.431970894603	-18.9310914392741	-17.6592085149264	-17.6755849574782	-7.13368770583135	-18.6943578872215	-18.4819570601872	-15.6592085149264	-18.9648879574086	-18.4544358573167	-10.5931193244687	-12.1356465588694	-13.8518535928688	-10.1356465588694	-6.81058557449709	-7.41841718276447	-17.9797712684366	-15.0742460142053	-19.1611220392346	-13.9587687967853	-17.846702404935	-18.4212348069659	-13.0742460142053	-17.6592085149264	-12.904321012763	-18.4392911680949	-9.85185359286882	-12.1356465588694	-13.3372804200391	-5.91689907884242	-16.646333693381	-11.636840701898	-6.8599268934045	-17.6592085149264	-17.6592085149264	-17.687608057609	-21.5160539399953	-14.4892835134841	-9.67621494023211	-6.71816090858584	-18.5482424388053	-15.6592085149264	-8.33277902780412	-18.6583509692635	-5.521576916691	-17.6592085149264	-16.6592085149264	-19.1611220392346	-10.0225838943828	-7.37843774479582	-14.8518535928688	-16.0742460142053	-18.129283016945	-17.6592085149264	-13.5717456736761	-9.21212528871677	-9.70501220453955	-18.7398201567927	-13.4112810014828	-19.6192062202956	-14.4892835134841	-12.1997768962891	-7.21937763094503	-14.1997768962891	-18.4668093519586
