feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
G__Phascolarctobacterium.33	Time_c	Time_c	-0.00549407491631644	0.0015353320564933	1071	726	0.000366666441135339	0.000483222660833991
G__Christensenellaceae__R_7__group.1	Time_c	Time_c	0.00758129280131725	0.0021294941696108	1071	538	0.000390436461699128	0.00051341534721229
F__Lachnospiraceae.10	Time_c	Time_c	-0.00700227454247202	0.00197885124012493	1071	1000	0.000424112060841114	0.000555251974390669
G__Prevotella	Time_c	Time_c	-0.00633433349388661	0.00178954929391499	1071	476	0.000423538342363901	0.000555251974390669
G__Clostridia__vadinBB60__group.11	Time_c	Time_c	-0.0109256063684559	0.00309539620402499	1071	667	0.000438029480888132	0.000572217943304627
F__Oscillospiraceae_002.8	Time_c	Time_c	-0.00564325477728379	0.00160791299738586	1071	938	0.000473539822715632	0.000617256057120594
G__Bacillus	Time_c	Time_c	0.0157765386974783	0.00450427606837304	1071	513	0.000481834545786787	0.000626699834062554
G__Prevotella.32	Time_c	Time_c	0.00859469587318927	0.00249111871983245	1071	150	0.000586824552657254	0.000761596212905175
G__Eubacterium__coprostanoligenes__group.8	Time_c	Time_c	-0.0101487613683443	0.00294796577402758	1071	502	0.000604348553422503	0.000782637931438686
G__Prevotella.64	Time_c	Time_c	-0.00722663628468303	0.00211375278113046	1071	340	0.000658339585262717	0.000850711541995328
S__bacterium__enrichment	Time_c	Time_c	0.00883901715266063	0.00259090389937743	1071	795	0.000674656739877533	0.000869913766105587
F__Oscillospiraceae_002.15	Time_c	Time_c	-0.0065932969578838	0.00193857916622928	1071	709	0.000703980234784041	0.000905767672771708
G__Dialister.5	Time_c	Time_c	-0.00477670177760977	0.00141815589847165	1071	552	0.000792091483544489	0.00101694325951841
G__Prevotella.58	Time_c	Time_c	-0.00512685597326603	0.00152802723639738	1071	486	0.000830317220364201	0.00106373257630349
G__Clostridia__UCG_014.52	Time_c	Time_c	-0.00943410377137168	0.00283334018729692	1071	289	0.000907783310360663	0.00115800563308828
G__Subdoligranulum.4	Time_c	Time_c	0.00837975216224834	0.00251698035403872	1071	698	0.000906441786764471	0.00115800563308828
G__Tyzzerella	Time_c	Time_c	-0.0116456819703643	0.00350049277352425	1071	478	0.000914577326274976	0.00116418478419224
G__Clostridia__UCG_014.54	Time_c	Time_c	-0.00693586024526519	0.00212258510354743	1071	834	0.00113055814176979	0.00143604938433312
G__Faecalibacterium.44	Time_c	Time_c	-0.00717941412768637	0.00219969904936019	1071	287	0.00114290679064017	0.00144865255628914
G__Clostridia__UCG_014	Time_c	Time_c	-0.00713003347009808	0.0021930551430185	1071	461	0.00119544299501616	0.00151203277123866
G__Bifidobacterium.1	Time_c	Time_c	-0.0124982756546731	0.00386656691849235	1071	565	0.00127366500438545	0.00160756449813554
G__Clostridia__UCG_014.1	Time_c	Time_c	-0.00929027499627876	0.00288018643483292	1071	573	0.00130678752417604	0.00164589061589261
G__Prevotella.3	Time_c	Time_c	-0.00746880011015233	0.00234262559191384	1071	418	0.00148491940575747	0.00186630923207833
C__Bacilli_RF39.4	Time_c	Time_c	-0.00881647966804822	0.00282757016343834	1071	531	0.00188154980024133	0.00235984292173125
O__Oscillospirales_010.18	Time_c	Time_c	-0.00746278609148344	0.00240544735478762	1071	461	0.00198257592071063	0.00248133715862525
G__Blautia.11	Time_c	Time_c	-0.00871745373528452	0.00282396100722716	1071	876	0.00208600644807882	0.00260532604498547
G__Prevotella.56	Time_c	Time_c	-0.00586213931358754	0.00190533818947484	1071	453	0.00216270240181213	0.0026954766886886
F__Lachnospiraceae.18	Time_c	Time_c	-0.00947852672765807	0.00308889955928657	1071	808	0.00221238369668277	0.00274658494080263
G__Clostridia__vadinBB60__group.21	Time_c	Time_c	0.00836158449364851	0.00272426411928544	1071	437	0.00221291014493478	0.00274658494080263
G__Phascolarctobacterium.34	Time_c	Time_c	-0.00536685676864317	0.00174897841144701	1071	657	0.00222373589586196	0.00275429529010288
G__NK4A214__group.7	Time_c	Time_c	-0.00803247424635792	0.00262590249798975	1071	593	0.00228888027566711	0.00282911288731524
G__Ruminococcus__gauvreauii__group.4	Time_c	Time_c	0.00625717997838535	0.00206549668854566	1071	574	0.00252470791059346	0.00311415417897582
G__Subdoligranulum.2	Time_c	Time_c	-0.00371819153325224	0.00122993326269219	1071	1049	0.00258121039541233	0.00317728372383745
G__Eubacterium__hallii__group.6	Time_c	Time_c	-0.00851965841318198	0.002827631653383	1071	880	0.00265817618491891	0.00326529049875841
G__Eubacterium__coprostanoligenes__group.6	Time_c	Time_c	-0.00568730846840754	0.00190068372133917	1071	500	0.00285346252588419	0.00349798178224407
G__Subdoligranulum.12	Time_c	Time_c	-0.0060329303749074	0.00204360152375425	1071	262	0.00324253577410508	0.00396679069086216
F__Oscillospiraceae_003.9	Time_c	Time_c	0.00723614132432265	0.00246886124562604	1071	894	0.00346968413866572	0.0042359947459784
G__Blautia.25	Time_c	Time_c	0.00467941128373443	0.00160614734982424	1071	1057	0.00366596805258644	0.00446649577019205
G__Rikenellaceae__RC9__gut__group.3	Time_c	Time_c	0.00283191081050728	0.000979337846426007	1071	528	0.00393721749668868	0.00478720742469072
G__Muribaculaceae.50	Time_c	Time_c	0.00599657558536047	0.00210717591406398	1071	243	0.00453841488571836	0.00550697903815825
S__Slackia__isoflavoniconvertens	Time_c	Time_c	0.00912767491925976	0.00323296256693717	1071	649	0.00485771146274726	0.00588246195387448
G__Ruminococcus.1	Time_c	Time_c	-0.00718049283190364	0.00260523695021718	1071	287	0.00596384027644723	0.00720731304663764
G__Rikenellaceae__RC9__gut__group.1	Time_c	Time_c	0.00303082203629178	0.00110984708700837	1071	514	0.0064574441853797	0.00778806904782157
S__Massiliprevotella__massiliensis	Time_c	Time_c	0.00665043028976605	0.0024551217569211	1071	640	0.00689285906374733	0.00829644528438943
G__Lachnospiraceae__NK4A136__group.23	Time_c	Time_c	-0.00732662644443822	0.00278448183574012	1071	660	0.00865085801803346	0.0103706069011365
G__Muribaculaceae.48	Time_c	Time_c	0.00597306596914696	0.00226904517654813	1071	253	0.00863389137752339	0.0103706069011365
G__Phascolarctobacterium.6	Time_c	Time_c	-0.00240912180636494	0.000951228123057022	1071	592	0.0115135396047349	0.0137747157194925
G__Christensenellaceae__R_7__group.12	Time_c	Time_c	-0.00699601615417605	0.00279838942083457	1071	802	0.0125967781625897	0.0150405531261321
S__Bifidobacterium__angulatum	Time_c	Time_c	0.00595131188550092	0.00244434471443451	1071	273	0.0150956469273589	0.0179882259793079
S__human__gut.4	Time_c	Time_c	-0.00589078167195262	0.0024294044698321	1071	429	0.0155271161947403	0.0184655146778087
G__Rikenellaceae__RC9__gut__group.17	Time_c	Time_c	0.00216631134976827	0.000918836007804575	1071	517	0.01863312686163	0.0221152619013779
O__Oscillospirales_010.23	Time_c	Time_c	-0.00604805154256347	0.00259149678269492	1071	770	0.0198370925210166	0.0234975084028708
G__Fusicatenibacter	Time_c	Time_c	-0.00414458544402206	0.00178890497610484	1071	1053	0.0207444819897248	0.0245236747482489
G__Faecalibacterium.2	Time_c	Time_c	-0.00456724825802507	0.00197999383350815	1071	333	0.0213140421392273	0.0251471999152543
F__Oscillospiraceae_002.22	Time_c	Time_c	-0.00590547752805397	0.00262141879333807	1071	769	0.024523005879926	0.028876202189972
G__Oscillospira.1	Time_c	Time_c	-0.00706278753950715	0.00315142676880225	1071	468	0.0252570458144599	0.0296820006914027
C__Bacilli_RF39.11	Time_c	Time_c	0.00787422715466308	0.00356483717425775	1071	374	0.0274153489284088	0.0321551342048331
G__Clostridia__UCG_014.35	Time_c	Time_c	-0.00531200981756694	0.00251486657410905	1071	530	0.034968078518756	0.0409332213248968
G__Phascolarctobacterium.15	Time_c	Time_c	-0.00499471656202484	0.00239388551018368	1071	492	0.0372355892112154	0.0435022441469581
F__Oscillospiraceae_003.11	Time_c	Time_c	-0.00552493632450203	0.00273624490774612	1071	576	0.0437702518907963	0.0510367976148543
F__Prevotellaceae.1	Time_c	Time_c	0.00501200678704087	0.00252517198615819	1071	237	0.047503440954707	0.0552817821636648
G__Rikenellaceae__RC9__gut__group.2	Time_c	Time_c	0.00190713752615377	0.0009703674188063	1071	520	0.0497205103159802	0.0577493086743973
G__Parasutterella.10	Time_c	Time_c	-0.00412284797418168	0.00213477948272186	1071	455	0.0537889495143728	0.0623534036118069
G__Subdoligranulum.7	Time_c	Time_c	0.00452721470139999	0.00245335070643968	1071	686	0.0653175903191663	0.0755709329855471
S__Azospirillum__sp.	Time_c	Time_c	-0.00646701819013211	0.00359593291529204	1071	550	0.0724380659861555	0.0836470510517114
F__Prevotellaceae.5	Time_c	Time_c	-0.00374728019305582	0.00212435882766558	1071	256	0.078109040215295	0.0900214227963921
F__Oscillospiraceae_003.2	Time_c	Time_c	-0.00405380188726737	0.00233697297795325	1071	956	0.0831774472326635	0.0956781040421967
S__Massiliprevotella__massiliensis.1	Time_c	Time_c	0.00203547953687903	0.00120136980909195	1071	523	0.0906026252964467	0.104018783273036
S__Bacteroides__salyersiae.4	Time_c	Time_c	-0.00285724194775405	0.00170965603600628	1071	195	0.0950469585204394	0.108911773966799
G__Colidextribacter	Time_c	Time_c	0.00444007989776282	0.0026855594217607	1071	936	0.0986215741124498	0.112791340507917
G__Clostridia__UCG_014.36	Time_c	Time_c	-0.00356426606332882	0.00217817933762367	1071	384	0.102144143601234	0.116596661051504
F__Oscillospiraceae.10	Time_c	Time_c	-0.00418797062538425	0.00262551393719637	1071	538	0.111052914882804	0.126524027070676
S__Parabacteroides__johnsonii.2	Time_c	Time_c	-0.00372309464091605	0.00234933217973275	1071	342	0.113394860630006	0.128946155802121
F__Lachnospiraceae.40	Time_c	Time_c	-0.00401862514268276	0.00255423436957509	1071	427	0.115986309005902	0.13164225565879
G__Phascolarctobacterium.35	Time_c	Time_c	-0.00307691561664288	0.00197472436733945	1071	686	0.119590933207546	0.135475876897353
G__Phascolarctobacterium.27	Time_c	Time_c	-0.00286643822806047	0.00184252715803827	1071	439	0.120153146874943	0.135854978568827
G__Prevotella.1	Time_c	Time_c	-0.00290581519913782	0.00188980490247896	1071	616	0.124537954048571	0.140546613548199
G__Dialister.1	Time_c	Time_c	-0.00341711910469148	0.00227827424608613	1071	478	0.134026559790427	0.150969539990349
G__Muribaculaceae.51	Time_c	Time_c	0.0037450519352318	0.00250464436639785	1071	242	0.135225885680094	0.152033622883269
G__Prevotella.69	Time_c	Time_c	-0.00343142655776971	0.00229715408562088	1071	316	0.135598402013048	0.152165875943214
G__Prevotellaceae__NK3B31__group.1	Time_c	Time_c	-0.00374105541605094	0.00257959239922225	1071	190	0.147372228628737	0.165067955893726
S__Bacteroides__vulgatus.27	Time_c	Time_c	-0.00313806137564208	0.0021723846469223	1071	177	0.14896636975256	0.166541053824492
G__Clostridia__vadinBB60__group.17	Time_c	Time_c	-0.00439419663362518	0.00317412083083445	1071	650	0.166583068624824	0.185888022371999
S__human__gut.5	Time_c	Time_c	-0.00340975982016344	0.00250313838584374	1071	271	0.173484476560354	0.193228045721141
O__Rhodospirillales.5	Time_c	Time_c	0.00446307922466404	0.00330334995352732	1071	485	0.177022059717422	0.196801060803167
G__Prevotella.12	Time_c	Time_c	0.00290811456151919	0.00223524682477214	1071	807	0.193617922038897	0.214851114232753
G__Prevotella.54	Time_c	Time_c	0.00314891149046714	0.00247492876452857	1071	754	0.203624310401899	0.22553564621509
G__Prevotella.43	Time_c	Time_c	0.00257053496976506	0.00203706616732534	1071	249	0.207335565181393	0.22922098595054
G__Collinsella.4	Time_c	Time_c	0.00283910773014591	0.00228304916265372	1071	1032	0.213996722192554	0.235900454497223
S__Eubacterium__ramulus	Time_c	Time_c	-0.00299646032898415	0.00241050889194104	1071	979	0.214167581804849	0.235900454497223
G__Faecalibacterium.48	Time_c	Time_c	0.00188835080587918	0.00153817774500541	1071	424	0.219923898153014	0.241794783052209
G__Prevotella.23	Time_c	Time_c	0.00313532515432165	0.00267728026407157	1071	493	0.241895762416203	0.265462812798664
G__Faecalibacterium.37	Time_c	Time_c	-0.00306269089479705	0.00262617647892968	1071	436	0.243856161248394	0.267123171128974
G__Ruminococcus__gauvreauii__group.3	Time_c	Time_c	-0.00224088872223481	0.00194244210334864	1071	990	0.248975779625424	0.272231759040986
G__Faecalibacterium.53	Time_c	Time_c	-0.00195513241528369	0.0017359179596407	1071	994	0.260381024967073	0.28418184991836
G__Phascolarctobacterium.19	Time_c	Time_c	0.00168609792862968	0.00155230737695014	1071	803	0.277724432900141	0.302557457009826
G__Phascolarctobacterium.14	Time_c	Time_c	-0.00264003794245573	0.00245050018378368	1071	504	0.28163734189981	0.306261371792689
S__Dialister__invisus.2	Time_c	Time_c	-0.00197138876898165	0.00183494252460213	1071	964	0.282984508012613	0.307166820515509
G__Lachnospiraceae__ND3007__group.7	Time_c	Time_c	-0.00188997463204552	0.00177165055247634	1071	393	0.286375457830246	0.310283390788851
S__Desulfovibrio__piger.5	Time_c	Time_c	-0.00219546941193224	0.00218975752768026	1071	510	0.316345479045515	0.342134512663356
G__Catenibacterium.2	Time_c	Time_c	-0.00300088464869788	0.00300676137516307	1071	710	0.318546536044321	0.34389201088329
C__Bacilli_RF39.6	Time_c	Time_c	0.00253488861541354	0.00254528302366559	1071	676	0.31957606115147	0.344380701276945
G__vadinBE97	Time_c	Time_c	-0.00348419728236665	0.00354290807378156	1071	230	0.325660334597782	0.350304900459236
G__Allisonella.2	Time_c	Time_c	0.00312270239010835	0.00325077467724433	1071	590	0.337025133343053	0.361877706125544
G__Catenibacterium	Time_c	Time_c	-0.00164450407733068	0.00176665975514529	1071	190	0.35220681138572	0.377499939671948
G__Dorea.5	Time_c	Time_c	-0.00164229171283775	0.00179805311635572	1071	352	0.361310618586976	0.386563511283916
S__Bacteroides__sp..3	Time_c	Time_c	0.00287991003281721	0.00319853612249709	1071	454	0.368178573956128	0.393206813330605
G__Lachnospiraceae__ND3007__group.3	Time_c	Time_c	-0.00131817582263048	0.00164067162037281	1071	1037	0.421950492578525	0.449336541293579
O__Rhodospirillales.3	Time_c	Time_c	-0.00244237931484298	0.00304185976883222	1071	272	0.422240870461805	0.449336541293579
G__Prevotella.55	Time_c	Time_c	0.00153306734505115	0.00193113429233365	1071	471	0.427504255097963	0.454128185575594
G__Escherichia_Shigella.2	Time_c	Time_c	-0.00206023923602999	0.00262161780249684	1071	996	0.432150277896654	0.458248163240325
G__Dialister.2	Time_c	Time_c	0.000737936042993171	0.00103154416176126	1071	515	0.474590786138244	0.502359395965481
G__Phascolarctobacterium.9	Time_c	Time_c	-0.00110392455280604	0.00163862717547931	1071	486	0.500701365441345	0.529059672864572
G__Prevotella.49	Time_c	Time_c	0.00164279388308045	0.00261849661739574	1071	712	0.530586559914238	0.559646954538516
S__Desulfovibrio__piger	Time_c	Time_c	-0.00153826769298044	0.0024661779881011	1071	566	0.532967326284788	0.561166655717846
G__Phascolarctobacterium.22	Time_c	Time_c	-0.000729376992174717	0.00131294086747874	1071	476	0.578685796119863	0.608231373738659
G__Prevotella.51	Time_c	Time_c	0.00207742783347435	0.00395596911038112	1071	404	0.59962581252133	0.629132882381782
G__Clostridia__UCG_014.14	Time_c	Time_c	-0.00128687728839737	0.00253560268854356	1071	715	0.611924406310688	0.640910299241194
G__Lachnoclostridium	Time_c	Time_c	-0.00159138693594984	0.0033726594179571	1071	532	0.637151330795162	0.666163475454836
G__Clostridia__UCG_014.7	Time_c	Time_c	-0.00132975794282015	0.00298970243126441	1071	463	0.656585419129405	0.685282334301145
S__Prevotellaceae__bacterium.3	Time_c	Time_c	0.00120922578832841	0.00286317442622906	1071	309	0.672882884225117	0.70106646052774
G__Phascolarctobacterium.10	Time_c	Time_c	-0.000488947045986919	0.00121690007621701	1071	509	0.687941177425324	0.715506764674074
S__Prevotella__copri	Time_c	Time_c	0.00130231920358522	0.00329868815883677	1071	653	0.693092205024566	0.719610515477679
F__Oscillospiraceae_002.10	Time_c	Time_c	-0.000979392751553938	0.00258979083432651	1071	698	0.705395072043015	0.73111260071125
G__Phascolarctobacterium.29	Time_c	Time_c	-0.000368884983606238	0.00119107209637332	1071	510	0.756863697649522	0.783098141242226
F__Oscillospiraceae_002.16	Time_c	Time_c	-0.00105048804332267	0.00363008863453456	1071	450	0.77235469563177	0.797743517806516
G__Agathobacter.23	Time_c	Time_c	-0.000845704306995589	0.00304577139498667	1071	556	0.781331564451966	0.80562166490125
S__Bifidobacterium__longum.1	Time_c	Time_c	-0.000845548667880046	0.00311513144798954	1071	904	0.786119912391992	0.809161358100033
G__Prevotella.37	Time_c	Time_c	-0.000811572611313352	0.00328380621240109	1071	529	0.804858542529245	0.827023321669466
F__Oscillospiraceae_002.1	Time_c	Time_c	0.000424030160962536	0.00175568768670161	1071	628	0.809214459708018	0.830070502483998
G__Prevotella.53	Time_c	Time_c	-0.000639481115930136	0.00275416466110358	1071	284	0.816450858841216	0.836056882895722
G__Blautia.29	Time_c	Time_c	0.000460101085242309	0.00200715103968418	1071	1007	0.818744325409864	0.836969798407001
F__Lachnospiraceae.30	Time_c	Time_c	0.000626735673315753	0.00279629066854442	1071	498	0.822707506251192	0.839583557661473
O__Oscillospirales_010.2	Time_c	Time_c	-0.000594875862760221	0.00310991521028099	1071	522	0.848348394208884	0.864273022769119
F__Oscillospiraceae_002.19	Time_c	Time_c	0.000531278123595087	0.00324109229082351	1071	476	0.869832764087138	0.88314653088439
G__Collinsella	Time_c	Time_c	-0.000353251085425646	0.00214566007115345	1071	509	0.869272254953849	0.88314653088439
S__Desulfovibrio__piger.10	Time_c	Time_c	0.0003398649261516	0.00212449640640625	1071	265	0.872937553121801	0.884794090345866
G__Phascolarctobacterium.23	Time_c	Time_c	-0.000328114196636734	0.00223685641666691	1071	377	0.88341467703134	0.893895868114763
F__Oscillospiraceae_002.18	Time_c	Time_c	0.000344500499984207	0.00297680765393158	1071	524	0.907894759661782	0.915701543577786
G__Coprococcus.15	Time_c	Time_c	-0.000163914742279396	0.00141848866979074	1071	481	0.908032351420518	0.915701543577786
G__Marvinbryantia	Time_c	Time_c	0.000319726226394586	0.00306034837306358	1071	872	0.916814886425458	0.922999135237772
G__Muribaculaceae.49	Time_c	Time_c	0.000228325045870625	0.00237009503598167	1071	290	0.923276956413081	0.92793997134446
G__Christensenellaceae__R_7__group.2	Time_c	Time_c	0.000133576033486469	0.00249031850313697	1071	856	0.957235949430681	0.958842050016974
G__Subdoligranulum.5	Time_c	Time_c	-0.000127532648351209	0.00236232982202273	1071	942	0.956958777759761	0.958842050016974
G__CAG_873	Time_c	Time_c	-5.70642112337856e-05	0.00155928518847557	1071	528	0.970816078043228	0.970816078043228
